titles,descriptions,genres,links
The Saint’s Magic Power is Omnipotent (LN),"Sei, a 20 year old office worker was summoned to a different world after finishing some overtime work. But the person who had summoned her looked at her face and said, “This is not the Saint.” Is this neglect play!?Sei left the royal palace and concealed her saint title. She started working at a laboratory where she made potions and cosmetics. She used her magic to grant people’s requests and slowly people began suspecting that she was a saint…
Can Sei enjoy her slow dreamy different world life without her saint title being found out?!","['Action', 'Adventure', 'Fantasy']",https://www.novelupdates.com/series/the-saints-magic-power-is-omnipotent-ln/
Empire in Progress,"Regardless of what countryEach country had to fight for the right to exist
Let us together to experience that unprecedented war
Let us revisit the greatest war in human history, the Second World War .","['Action', 'Adventure', 'Fantasy', 'Harem', 'Seinen']",https://www.novelupdates.com/series/empire-in-progress/
The Girl Who Ate a Death God,"What happens when one eats Death?Personally, I don’t really know. What I do know is merely one thing.
I’m hungry.
Therefore, I’ll take the heads of these guys and deliver them to my superiors.
Surely, I’ll be able to eat delicious food.
Come, if preparations are in order, we depart.","['Action', 'Adventure', 'Fantasy', 'Harem', 'Romance', 'Shounen']",https://www.novelupdates.com/series/the-girl-who-ate-a-death-god/
"Tensei, Isekai Mamono Tsukai ~ Nakama wa chiishaku?","A hikikomori and NEET in the real world, Kyoko (22 old years), transmigrated into a character with big breasts in an MMO world. Her profession is monster tamer. Somehow managing to ‘capture’ a slime along the way, a human’s face suddenly… i, ikemen?!The slime who became the strongest. The cobra who joined in the middle.
This is a story about loving two of such monsters.","['Comedy', 'Fantasy', 'Slice of Life']",https://www.novelupdates.com/series/tensei-isekai-mamono-tsukai-nakama-wa-chiishaku/
Imperial Wars and My Stratagems ~ Until History’s Most Powerful Nation Is Created ~,"It’s a story about a former Japanese person secretly maneuvering in a different world that has accumulated history in the same way as Earth.Concealing himself from they eyes of people, he has no interest in things like honour and wealth at all and only moves for the sake of his goals. Before long he starts to influence the movements of the world from the shadows.
The protagonist will change.
Based on the Annals of the Three Kingdoms, it’s aimed at those being curious about military history and those, who don’t know the Annals of the Three Kingdoms, enjoying to read about it.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Romance']",https://www.novelupdates.com/series/imperial-wars-and-my-stratagems-until-historys-most-powerful-nation-is-created/
Tsuyokute New Saga (WN),"Kyle and his band of suicide squad head straight into Maou’s Castle to put an end to his schemes. With him losing his right arm and leg, he vanquishes Maou at the cost of his team and his loved one… Slowly dying as he bled out, he saw a dark crystal in the area, deciding to grab it. A blinding light surrounded him… and somehow he finds himself on a bed in a familiar room.Alternative:
The Demon King led his army of demons to wipe out the human race. The Hero, Kyle, and his allies attack the Demon King’s castle to defeat the Demon King. The Demon King is slain, but at what cost? Kyle lost all of his allies throughout the war. Friends, family, lovers, comrades. All dead. As he lay dying at the foot of the Demon King’s chamber, he notices a strange gem that the Demon King had coveted.","['Adventure', 'Fantasy', 'Shounen', 'Slice of Life']",https://www.novelupdates.com/series/tsuyokute-new-saga/
I Ended up as the Hero’s Mother After Reincarnating?! (Oneshot),"The second daughter of a noble, Ria was taken away on her 11th birthday by the King who fell in love with her at first sight. From then on, she had to accompany the King both in the day and at night and resulted in her pregnancy. The Queen became jealous and had her chased out of the castle. Left without a choice, she had to raise the child on her own, the child who later became the Hero. However, she has a rather strange secret and that is…","['Adventure', 'Fantasy', 'Gender Bender', 'School Life', 'Shounen', 'Slice of Life']",https://www.novelupdates.com/series/i-ended-up-as-the-heros-mother-after-reincarnating/
A Warrior Begins Life In Another World,"Hiroshi Goto, an unemployed man who has been living off his parents due to trauma goes out to change his life. He gets into a traffic accident on the way and dies. The next thing he notices, he is at a strange place. A mosaic that calls himself 'God' appears suddenly. So that Hiroshi can live a second life, God sends him to another world. This is the story of a man who values his family and lives his life so that he doesn't repeat the same mistakes this time.","['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']",https://www.novelupdates.com/series/a-warrior-begins-life-in-another-world/
"Commushou no Ore ga, Koushou Skill ni Zenfurishite Tenseishita Kekka (LN)","The top player of the MMORPG [Eternal Magia] Morioka Hiroto was in reality a shut in with a history of 3 years of being a shut in on his first year of high school.Spending the majority of his lifetime playing [Eternal Magia] but one day, all of his hard work was lost with a blink of an eye, and to the Hiroto that fell in despair, his fate closed up when he rescued the female childhood friend he neglected so much in the past from a Truck accident.
Even though he was bad at communication in real life but inside the game his communication skills were so effective which eventually made him into the reigning top player of the game with the help of the skill that no one would take and the most unpopular of all skills [Negotiation Technique].
A Goddess from another world became interested in Hiroto and reincarnated him into another world while turning all of his misfortunes into bonus points which he unhesitatingly used to maximize the skill [Negotiation Technique].
In a world with the perfect reproduction of the game Hiroto played without change, Hiroto who was reincarnated to a baby re-affirmed the usefulness of the skill [Negotiation technique] and would sometimes have some unexpected ways of usage, until he can rise bit by bit from his villager life.
*There are also several other people who will be sent into the other world excluding the protagonist.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",https://www.novelupdates.com/series/commushou-no-ore-ga-koushou-skill-ni-zenfurishite-tenseishita-kekka-ln/
Sword Master Online," The virtual reality DMMORPG had turned into a death-game, and after the final battle, Mu thought it all had finally ended, but upon waking up, he found out that he, along with current stats and abilities, was transported to another [new game]......","['Action', 'Adventure', 'Fantasy', 'Harem', 'Romance', 'Shounen']",https://www.novelupdates.com/series/sword-master-online/
Umi to Kaze no Oukoku,"Shou (翔) was a smart and handsome middleschooler, but he has an unusual dream to become a top class beautician (Hairstylist), and for that reason he was rejected by his crush who thought he was gay. Brokenhearted, he went home, on the way he noticed a truck heading towards a little boy. He saved him and in his place got hit by the truck and died.The Overseer of Reincarnation pitied him and gave him the best condition of reincarnation.
Shou (ショウ) was reincarnated as the 6th Prince, born to the 8th Wife of The King of The Southeast Island Federation. Best possible condition for reincarnation indeed. Inheriting the beautiful features of his mom, the Dragon Knight talent of his dad, and his former knowledge allowing him to master ship navigation. He was part of the royal family thus all his needs were fulfilled. Since he was the 6th prince he didn't have to succeed the throne. Everything is perfect!…… or so he thought…..","['Action', 'Adventure', 'Fantasy', 'Harem', 'Mecha', 'Mystery', 'Sci-fi', 'Seinen', 'Supernatural']",https://www.novelupdates.com/series/umi-to-kaze-no-oukoku/
Kono Kamen no Akuma ni Sodan wo!,"After Wiz wastes all the money Vanir made from Kazuma's patents on high quality Manatite, Vanir is forced to take up a job in consulting to pay the monthly rent of the shop.Aqua couldn't fall asleep, and decided to invade Wiz's shop to inquire about her and Vanir's past.
Various characters consult Vanir for help.","['Adult', 'Comedy', 'Fantasy', 'Mature', 'Romance', 'Smut']",https://www.novelupdates.com/series/kono-kamen-no-akuma-ni-sodan-wo/
