"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","teamId","ppda_cal","allowed_ppda","matchtime","tot_points","round","tot_goal","tot_con","Referee.x","HS.x","HST.x","HF.x","HC.x","HY.x","HR.x","AS.x","AST.x","AF.x","AC.x","AY.x","AR.x","B365H.x","B365D.x","B365A.x","HtrgPerc","AtrgPerc","matchDay"
"521","h",1.78193,0.265879,1.78193,0.265879,5,1,2,1,2.612,"w",2020-02-22 12:30:00,1,0,0,3,1.516051,"Chelsea",7.53191489361702,11,12,44,27,45,37,"M Oliver",17,7,14,3,1,0,5,3,14,5,2,0,1.72,4,4.5,0.411764705882353,0.6,"Sat"
"522","a",0.265879,1.78193,0.265879,1.78193,1,5,1,2,0.2399,"l",2020-02-22 12:30:00,0,0,1,0,-1.516051,"Tottenham",11,7.53191489361702,12,40,27,44,36,"M Oliver",17,7,14,3,1,0,5,3,14,5,2,0,1.72,4,4.5,0.411764705882353,0.6,"Sat"
"523","a",0.47235,3.02926,0.47235,3.02926,4,7,0,2,0.1382,"l",2020-02-22 15:00:00,0,0,1,0,-2.55691,"Aston Villa",5.92,7.48387096774194,15,25,27,34,52,"C Pawson",28,9,13,9,1,0,4,1,17,6,4,0,1.61,4.33,5,0.321428571428571,0.25,"Sat"
"524","a",1.75718,3.09935,1.75718,2.33818,5,5,0,3,0.5741,"l",2020-02-22 15:00:00,0,0,1,0,-0.581,"Bournemouth",11.3636363636364,10.952380952381,15,26,27,26,43,"M Dean",16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.333333333333333,"Sat"
"525","a",1.06035,1.6597,1.06035,1.6597,2,7,1,1,0.8819,"d",2020-02-22 15:00:00,0,1,0,1,-0.59935,"Brighton",15.6666666666667,7.33333333333333,15,28,27,32,39,"G Scott",14,3,3,12,0,0,8,2,6,2,2,0,1.95,3.4,4.2,0.214285714285714,0.25,"Sat"
"526","h",3.09935,1.75718,2.33818,1.75718,5,5,3,0,2.2547,"w",2020-02-22 15:00:00,1,0,0,3,0.581,"Burnley",10.952380952381,11.3636363636364,15,37,27,33,39,"M Dean",16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.333333333333333,"Sat"
"527","h",1.75552,0.164495,1.75552,0.164495,8,2,1,0,2.6224,"w",2020-02-22 15:00:00,1,0,0,3,1.591025,"Crystal Palace",6.8780487804878,9.65,15,33,27,24,32,"P Bankes",18,9,15,7,2,0,8,2,11,5,6,1,1.95,3.4,4.2,0.5,0.25,"Sat"
"528","a",0.164495,1.75552,0.164495,1.75552,2,8,0,1,0.2245,"l",2020-02-22 15:00:00,0,0,1,0,-1.591025,"Newcastle United",9.65,6.8780487804878,15,31,27,24,41,"P Bankes",18,9,15,7,2,0,8,2,11,5,6,1,1.95,3.4,4.2,0.5,0.25,"Sat"
"529","h",1.6597,1.06035,1.6597,1.06035,7,2,1,1,1.8422,"d",2020-02-22 15:00:00,0,1,0,1,0.59935,"Sheffield United",7.33333333333333,15.6666666666667,15,40,27,29,25,"G Scott",14,3,3,12,0,0,8,2,6,2,2,0,1.95,3.4,4.2,0.214285714285714,0.25,"Sat"
"530","h",3.02926,0.47235,3.02926,0.47235,7,4,2,0,2.783,"w",2020-02-22 15:00:00,1,0,0,3,2.55691,"Southampton",7.48387096774194,5.92,15,34,27,34,48,"C Pawson",28,9,13,9,1,0,4,1,17,6,4,0,1.61,4.33,5,0.321428571428571,0.25,"Sat"
"531","h",0.723269,2.42749,0.723269,1.66632,3,12,0,1,0.2948,"l",2020-02-22 17:30:00,0,0,1,0,-0.943051,"Leicester",23.125,6.06666666666667,17,50,27,54,27,"P Tierney",10,3,14,3,0,0,18,7,10,7,0,0,4.5,4.2,1.7,0.3,0.388888888888889,"Sat"
"532","a",2.42749,0.723269,1.66632,0.723269,12,3,1,0,2.5724,"w",2020-02-22 17:30:00,1,0,0,3,0.943051,"Man City",6.06666666666667,23.125,17,57,27,68,29,"P Tierney",10,3,14,3,0,0,18,7,10,7,0,0,4.5,4.2,1.7,0.3,0.388888888888889,"Sat"
"533","h",2.5042,0.294956,1.74303,0.294956,8,3,3,0,2.788,"w",2020-02-23 14:00:00,1,0,0,3,1.448074,"Man Utd",9.18181818181818,9.18421052631579,14,41,27,41,29,"M Atkinson",21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6,0.428571428571429,0.285714285714286,"Sun"
"534","a",0.360646,3.25033,0.360646,3.25033,5,3,0,3,0.0293,"l",2020-02-23 14:00:00,0,0,1,0,-2.889684,"Norwich",9.73913043478261,10.5714285714286,14,18,27,24,51,"C Kavanagh",19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7,0.315789473684211,0.666666666666667,"Sun"
"535","a",0.294956,2.5042,0.294956,1.74303,3,8,0,3,0.1312,"l",2020-02-23 14:00:00,0,0,1,0,-1.448074,"Watford",9.18421052631579,9.18181818181818,14,24,27,24,43,"M Atkinson",21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6,0.428571428571429,0.285714285714286,"Sun"
"536","h",3.25033,0.360646,3.25033,0.360646,3,5,3,0,2.9495,"w",2020-02-23 14:00:00,1,0,0,3,2.889684,"Wolves",10.5714285714286,9.73913043478261,14,39,27,38,32,"C Kavanagh",19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7,0.315789473684211,0.666666666666667,"Sun"
"537","h",1.33567,2.65691,1.33567,2.65691,5,1,3,2,0.4634,"w",2020-02-23 16:30:00,1,0,0,3,-1.32124,"Arsenal",13.6,10.7777777777778,16,37,27,39,36,"S Attwell",9,4,12,6,0,0,17,5,12,3,4,0,2,3.6,3.7,0.444444444444444,0.294117647058824,"Sun"
"538","a",2.65691,1.33567,2.65691,1.33567,1,5,2,3,2.3609,"l",2020-02-23 16:30:00,0,0,1,0,1.32124,"Everton",10.7777777777778,13.6,16,36,27,36,41,"S Attwell",9,4,12,6,0,0,17,5,12,3,4,0,2,3.6,3.7,0.444444444444444,0.294117647058824,"Sun"
"539","h",2.48209,0.638236,2.48209,0.638236,14,3,3,2,2.6454,"w",2020-02-24 20:00:00,1,0,0,3,1.843854,"Liverpool",3.36111111111111,33.7,20,79,27,64,17,"J Moss",25,7,4,16,0,0,7,4,10,8,3,0,1.16,8,15,0.28,0.571428571428571,"Mon"
"540","a",0.638236,2.48209,0.638236,2.48209,3,14,2,3,0.2361,"l",2020-02-24 20:00:00,0,0,1,0,-1.843854,"West Ham",33.7,3.36111111111111,20,24,27,32,48,"J Moss",25,7,4,16,0,0,7,4,10,8,3,0,1.16,8,15,0.28,0.571428571428571,"Mon"
"541","a",1.42581,0.591716,1.42581,0.591716,10,5,0,1,2.041,"l",2020-02-28 20:00:00,0,0,1,0,0.834094,"Leicester",7.52173913043478,8.17857142857143,20,50,28,54,28,"C Pawson",11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545454545,0.210526315789474,"Fri"
"542","h",0.591716,1.42581,0.591716,1.42581,5,10,1,0,0.6886,"w",2020-02-28 20:00:00,1,0,0,3,-0.834094,"Norwich",8.17857142857143,7.52173913043478,20,21,28,25,51,"C Pawson",11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545454545,0.210526315789474,"Fri"
"543","h",1.78712,2.17159,1.78712,2.17159,8,5,0,1,1.115,"l",2020-02-29 12:30:00,0,0,1,0,-0.38447,"Brighton",6.17391304347826,17.0555555555556,12,28,28,32,40,"M Atkinson",24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.333333333333333,0.25,"Sat"
"544","a",2.17159,1.78712,2.17159,1.78712,5,8,1,0,1.6598,"w",2020-02-29 12:30:00,1,0,0,3,0.38447,"Crystal Palace",17.0555555555556,6.17391304347826,12,36,28,25,32,"M Atkinson",24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.333333333333333,0.25,"Sat"
"545","h",1.58495,1.98271,1.58495,1.98271,4,14,2,2,1.0561,"d",2020-02-29 15:00:00,0,1,0,1,-0.39776,"Bournemouth",17.2307692307692,5.46153846153846,15,27,28,28,45,"A Marriner",9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555555555556,0.260869565217391,"Sat"
"546","a",0.617612,1.11713,0.617612,1.11713,1,5,0,0,0.9067,"d",2020-02-29 15:00:00,0,1,0,1,-0.499518,"Burnley",8.85714285714286,6.63636363636364,15,38,28,33,39,"A Madley",21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619047619,0.125,"Sat"
"547","a",1.98271,1.58495,1.98271,1.58495,14,4,2,2,1.6807,"d",2020-02-29 15:00:00,0,1,0,1,0.39776,"Chelsea",5.46153846153846,17.2307692307692,15,45,28,47,39,"A Marriner",9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555555555556,0.260869565217391,"Sat"
"548","h",1.11713,0.617612,1.11713,0.617612,5,1,0,0,1.7626,"d",2020-02-29 15:00:00,0,1,0,1,0.499518,"Newcastle United",6.63636363636364,8.85714285714286,15,32,28,24,41,"A Madley",21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619047619,0.125,"Sat"
"549","a",0.868573,2.78682,0.868573,2.78682,7,5,1,3,0.2749,"l",2020-02-29 15:00:00,0,0,1,0,-1.918247,"Southampton",4.54545454545455,14.5789473684211,15,34,28,35,51,"A Taylor",14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,"Sat"
"550","h",2.78682,0.868573,2.78682,0.868573,5,7,3,1,2.6128,"w",2020-02-29 15:00:00,1,0,0,3,1.918247,"West Ham",14.5789473684211,4.54545454545455,15,27,28,35,49,"A Taylor",14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,"Sat"
"551","a",0.206031,2.71351,0.206031,2.71351,12,6,0,3,0.0616,"l",2020-02-29 17:30:00,0,0,1,0,-2.507479,"Liverpool",11.5454545454545,33.1818181818182,17,79,28,64,20,"M Oliver",14,5,4,3,0,0,7,1,8,5,0,0,8,4.75,1.4,0.357142857142857,0.142857142857143,"Sat"
"552","h",2.71351,0.206031,2.71351,0.206031,6,12,3,0,2.8942,"w",2020-02-29 17:30:00,1,0,0,3,2.507479,"Watford",33.1818181818182,11.5454545454545,17,27,28,27,43,"M Oliver",14,5,4,3,0,0,7,1,8,5,0,0,8,4.75,1.4,0.357142857142857,0.142857142857143,"Sat"
"553","h",2.41259,1.12561,2.41259,1.12561,5,7,1,1,2.2946,"d",2020-03-01 14:00:00,0,1,0,1,1.28698,"Everton",8.375,9.11764705882353,14,37,28,37,42,"C Kavanagh",16,5,11,13,3,0,14,5,11,8,4,0,2.5,3.25,2.9,0.3125,0.357142857142857,"Sun"
"554","a",1.12561,2.41259,1.12561,2.41259,7,5,1,1,0.5177,"d",2020-03-01 14:00:00,0,1,0,1,-1.28698,"Man Utd",9.11764705882353,8.375,14,42,28,42,30,"C Kavanagh",16,5,11,13,3,0,14,5,11,8,4,0,2.5,3.25,2.9,0.3125,0.357142857142857,"Sun"
"555","h",1.63079,2.62251,1.63079,2.62251,5,2,2,3,0.6458,"l",2020-03-01 14:00:00,0,0,1,0,-0.99172,"Tottenham",7,12.7096774193548,14,40,28,46,39,"S Attwell",13,5,12,4,3,0,14,4,14,5,2,0,2.45,3.2,3,0.384615384615385,0.285714285714286,"Sun"
"556","a",2.62251,1.63079,2.62251,1.63079,2,5,3,2,2.1365,"w",2020-03-01 14:00:00,1,0,0,3,0.99172,"Wolves",12.7096774193548,7,14,42,28,41,34,"S Attwell",13,5,12,4,3,0,14,4,14,5,2,0,2.45,3.2,3,0.384615384615385,0.285714285714286,"Sun"
"557","a",1.29544,1.89453,1.29544,1.89453,3,9,1,2,0.8778,"l",2020-03-07 12:30:00,0,0,1,0,-0.59909,"Bournemouth",20.2941176470588,4.75,12,27,29,29,47,"P Tierney",14,6,10,9,0,0,6,4,12,4,1,0,1.22,6.5,13,0.428571428571429,0.666666666666667,"Sat"
"558","h",1.89453,1.29544,1.89453,1.29544,9,3,2,1,1.8471,"w",2020-03-07 12:30:00,1,0,0,3,0.59909,"Liverpool",4.75,20.2941176470588,12,82,29,66,21,"P Tierney",14,6,10,9,0,0,6,4,12,4,1,0,1.22,6.5,13,0.428571428571429,0.666666666666667,"Sat"
"559","h",1.55974,1.61615,1.55974,1.61615,7,10,1,0,1.3209,"w",2020-03-07 15:00:00,1,0,0,3,-0.0564100000000001,"Arsenal",11.8,23.1333333333333,15,40,28,40,36,"M Atkinson",9,2,11,6,1,0,14,6,9,7,2,0,1.57,4.4,5.5,0.222222222222222,0.428571428571429,"Sat"
"560","a",0.308874,0.898221,0.308874,0.898221,4,2,0,0,0.7249,"d",2020-03-07 15:00:00,0,1,0,1,-0.589347,"Brighton",9.53571428571429,20,15,29,29,32,40,"A Marriner",11,1,4,2,1,0,7,1,7,0,3,0,1.61,3.9,5.75,0.0909090909090909,0.142857142857143,"Sat"
"561","h",0.856107,0.449161,0.856107,0.449161,10,7,1,0,1.7397,"w",2020-03-07 15:00:00,1,0,0,3,0.406946,"Crystal Palace",10.3181818181818,5.83870967741935,15,39,29,26,32,"A Taylor",10,3,12,8,4,0,10,4,19,8,4,0,2.55,3.2,2.9,0.3,0.4,"Sat"
"562","a",3.06384,0.348871,2.30267,0.348871,4,4,1,0,2.9078,"w",2020-03-07 15:00:00,1,0,0,3,1.953799,"Newcastle United",5,12.5238095238095,15,35,29,25,41,"G Scott",6,3,14,5,0,1,14,7,15,8,3,0,1.61,4.1,5.25,0.5,0.5,"Sat"
"563","a",2.55449,1.17263,2.55449,1.17263,3,10,0,1,2.4715,"l",2020-03-07 15:00:00,0,0,1,0,1.38186,"Norwich",8.0625,9.94117647058824,15,21,29,25,52,"S Hooper",10,4,12,10,0,0,12,5,8,5,0,0,1.65,3.75,5.75,0.4,0.416666666666667,"Sat"
"564","h",1.17263,2.55449,1.17263,2.55449,10,3,1,0,0.3676,"w",2020-03-07 15:00:00,1,0,0,3,-1.38186,"Sheffield United",9.94117647058824,8.0625,15,43,28,30,25,"S Hooper",10,4,12,10,0,0,12,5,8,5,0,0,1.65,3.75,5.75,0.4,0.416666666666667,"Sat"
"565","h",0.348871,3.06384,0.348871,2.30267,4,4,0,1,0.056,"l",2020-03-07 15:00:00,0,0,1,0,-1.953799,"Southampton",12.5238095238095,5,15,34,29,35,52,"G Scott",6,3,14,5,0,1,14,7,15,8,3,0,1.61,4.1,5.25,0.5,0.5,"Sat"
"566","a",0.449161,0.856107,0.449161,0.856107,7,10,0,1,0.8919,"l",2020-03-07 15:00:00,0,0,1,0,-0.406946,"Watford",5.83870967741935,10.3181818181818,15,27,29,27,44,"A Taylor",10,3,12,8,4,0,10,4,19,8,4,0,2.55,3.2,2.9,0.3,0.4,"Sat"
"567","a",1.61615,1.55974,1.61615,1.55974,10,7,0,1,1.3869,"l",2020-03-07 15:00:00,0,0,1,0,0.0564100000000001,"West Ham",23.1333333333333,11.8,15,27,29,35,50,"M Atkinson",9,2,11,6,1,0,14,6,9,7,2,0,1.57,4.4,5.5,0.222222222222222,0.428571428571429,"Sat"
"568","h",0.898221,0.308874,0.898221,0.308874,2,4,0,0,1.9036,"d",2020-03-07 15:00:00,0,1,0,1,0.589347,"Wolves",20,9.53571428571429,15,43,29,41,34,"A Marriner",11,1,4,2,1,0,7,1,7,0,3,0,1.61,3.9,5.75,0.0909090909090909,0.142857142857143,"Sat"
"569","h",3.33302,1.13669,3.33302,0.375517,6,4,1,1,2.7344,"d",2020-03-07 17:30:00,0,1,0,1,2.957503,"Burnley",7.58064516129032,12.5294117647059,17,39,29,34,40,"J Moss",21,8,16,3,5,0,13,2,11,5,4,0,2.7,3.3,2.62,0.380952380952381,0.153846153846154,"Sat"
"570","a",1.13669,3.33302,0.375517,3.33302,4,6,1,1,0.1775,"d",2020-03-07 17:30:00,0,1,0,1,-2.957503,"Tottenham",12.5294117647059,7.58064516129032,17,41,29,47,40,"J Moss",21,8,16,3,5,0,13,2,11,5,4,0,2.7,3.3,2.62,0.380952380952381,0.153846153846154,"Sat"
"571","h",2.02883,0.445922,2.02883,0.445922,9,3,4,0,2.5452,"w",2020-03-08 14:00:00,1,0,0,3,1.582908,"Chelsea",12.7142857142857,19.0869565217391,14,48,29,51,39,"K Friend",17,11,8,6,1,0,3,1,10,1,2,0,1.8,3.9,4.2,0.647058823529412,0.333333333333333,"Sun"
"572","a",0.445922,2.02883,0.445922,2.02883,3,9,0,4,0.2901,"l",2020-03-08 14:00:00,0,0,1,0,-1.582908,"Everton",19.0869565217391,12.7142857142857,14,37,29,37,46,"K Friend",17,11,8,6,1,0,3,1,10,1,2,0,1.8,3.9,4.2,0.647058823529412,0.333333333333333,"Sun"
"573","a",0.585469,1.7389,0.585469,1.7389,2,3,0,2,0.3539,"l",2020-03-08 16:30:00,0,0,1,0,-1.153431,"Man City",6.04166666666667,14.7096774193548,16,57,28,68,31,"M Dean",12,6,11,2,2,0,7,2,9,11,4,0,5,4.33,1.6,0.5,0.285714285714286,"Sun"
"574","h",1.7389,0.585469,1.7389,0.585469,3,2,2,0,2.4269,"w",2020-03-08 16:30:00,1,0,0,3,1.153431,"Man Utd",14.7096774193548,6.04166666666667,16,45,29,44,30,"M Dean",12,6,11,2,2,0,7,2,9,11,4,0,5,4.33,1.6,0.5,0.285714285714286,"Sun"
"575","a",0.672448,2.41239,0.672448,1.65122,2,8,0,4,0.2673,"l",2020-03-09 20:00:00,0,0,1,0,-0.978772,"Aston Villa",13.2173913043478,5.37931034482759,20,25,28,34,56,"M Oliver",15,7,15,9,2,0,4,1,12,0,1,0,1.36,5.25,8,0.466666666666667,0.25,"Mon"
"576","h",2.41239,0.672448,1.65122,0.672448,8,2,4,0,2.595,"w",2020-03-09 20:00:00,1,0,0,3,0.978772,"Leicester",5.37931034482759,13.2173913043478,20,53,29,58,28,"M Oliver",15,7,15,9,2,0,4,1,12,0,1,0,1.36,5.25,8,0.466666666666667,0.25,"Mon"
