Year,State,Income Level,Percent of Total,Number of Households
2013,Arkansas,"$25,000 to $29,999",0.0637,72007
2013,Arkansas,"$30,000 to $34,999",0.0629,71032
2013,Arkansas,"$35,000 to $39,999",0.0538,60772
2013,Arkansas,"$40,000 to $44,999",0.0524,59185
2013,Arkansas,"$45,000 to $49,999",0.0455,51359
2013,Arkansas,"$50,000 to $59,999",0.084,94856
2013,Arkansas,"$60,000 to $74,999",0.0925,104477
2013,Arkansas,"$75,000 to $99,999",0.0992,112093
2013,Arkansas,"$100,000 to $124,999",0.0574,64839
2013,Arkansas,"$125,000 to $149,999",0.0302,34115
2013,Arkansas,"$150,000 to $199,999",0.0261,29499
2013,Arkansas,"$200,000 or more",0.0211,23862
2013,Arkansas,"Less than $10,000",0.0939,106061
2013,California,"$10,000 to $14,999",0.0515,646495
2013,California,"$15,000 to $19,999",0.0475,596313
2013,California,"$20,000 to $24,999",0.0483,605509
2013,California,"$25,000 to $29,999",0.0449,563156
2013,California,"$30,000 to $34,999",0.0458,574640
2013,California,"$35,000 to $39,999",0.042,527210
2013,California,"$40,000 to $44,999",0.0424,531799
2013,California,"$45,000 to $49,999",0.0384,482093
2013,California,"$50,000 to $59,999",0.0742,931217
2013,California,"$60,000 to $74,999",0.095,1191350
2013,California,"$75,000 to $99,999",0.1237,1551514
2013,California,"$100,000 to $124,999",0.0901,1130095
2013,California,"$125,000 to $149,999",0.059,740040
2013,California,"$150,000 to $199,999",0.0676,848259
2013,California,"$200,000 or more",0.0724,907915
2013,California,"Less than $10,000",0.057,714855
2013,Colorado,"$10,000 to $14,999",0.0435,86121
2013,Colorado,"$15,000 to $19,999",0.0457,90433
2013,Colorado,"$20,000 to $24,999",0.0486,96110
2013,Colorado,"$25,000 to $29,999",0.0471,93091
2013,Colorado,"$30,000 to $34,999",0.0489,96792
2013,Colorado,"$35,000 to $39,999",0.0449,88880
2013,Colorado,"$40,000 to $44,999",0.0475,93901
2013,Colorado,"$45,000 to $49,999",0.0417,82371
2013,Colorado,"$50,000 to $59,999",0.0812,160659
2013,Colorado,"$60,000 to $74,999",0.1028,203313
2013,Colorado,"$75,000 to $99,999",0.1321,261169
2013,Colorado,"$100,000 to $124,999",0.0894,176851
2013,Colorado,"$125,000 to $149,999",0.0552,109226
2013,Colorado,"$150,000 to $199,999",0.0571,112934
2013,Colorado,"$200,000 or more",0.052,102928
2013,Colorado,"Less than $10,000",0.0621,122812
2013,Connecticut,"$10,000 to $14,999",0.0398,54030
2013,Connecticut,"$15,000 to $19,999",0.0421,57084
2013,Connecticut,"$20,000 to $24,999",0.0417,56530
2013,Connecticut,"$25,000 to $29,999",0.0389,52677
2013,Connecticut,"$30,000 to $34,999",0.0395,53499
2013,Connecticut,"$35,000 to $39,999",0.0364,49325
2013,Connecticut,"$40,000 to $44,999",0.0389,52708
2013,Connecticut,"$45,000 to $49,999",0.0345,46773
2013,Connecticut,"$50,000 to $59,999",0.0717,97266
2013,Connecticut,"$60,000 to $74,999",0.0932,126408
2013,Connecticut,"$75,000 to $99,999",0.1314,178175
2013,Connecticut,"$100,000 to $124,999",0.0995,134874
2013,Connecticut,"$125,000 to $149,999",0.068,92248
2013,Connecticut,"$150,000 to $199,999",0.0776,105201
2013,Connecticut,"$200,000 or more",0.0906,122794
2013,Connecticut,"Less than $10,000",0.0562,76257
2013,Delaware,"$10,000 to $14,999",0.0406,13615
2013,Delaware,"$15,000 to $19,999",0.045,15091
2013,Delaware,"$20,000 to $24,999",0.0469,15755
2013,Delaware,"$25,000 to $29,999",0.0483,16206
2013,Delaware,"$30,000 to $34,999",0.049,16435
2013,Delaware,"$35,000 to $39,999",0.0412,13828
2013,Delaware,"$40,000 to $44,999",0.0477,16005
2013,Delaware,"$45,000 to $49,999",0.042,14083
2013,Delaware,"$50,000 to $59,999",0.0851,28573
2013,Delaware,"$60,000 to $74,999",0.1059,35544
2013,Delaware,"$75,000 to $99,999",0.1354,45443
2013,Delaware,"$100,000 to $124,999",0.0963,32317
2013,Delaware,"$125,000 to $149,999",0.0574,19257
2013,Delaware,"$150,000 to $199,999",0.0564,18949
2013,Delaware,"$200,000 or more",0.0478,16038
2013,Delaware,"Less than $10,000",0.0553,18568
2013,District of Columbia,"$10,000 to $14,999",0.0463,12220
2013,District of Columbia,"$15,000 to $19,999",0.0386,10175
2013,District of Columbia,"$20,000 to $24,999",0.038,10019
2013,District of Columbia,"$25,000 to $29,999",0.0336,8871
2013,District of Columbia,"$30,000 to $34,999",0.0365,9629
2013,District of Columbia,"$35,000 to $39,999",0.0343,9040
2013,District of Columbia,"$40,000 to $44,999",0.0382,10070
2013,District of Columbia,"$45,000 to $49,999",0.0314,8279
2013,District of Columbia,"$50,000 to $59,999",0.0642,16930
2013,District of Columbia,"$60,000 to $74,999",0.0804,21191
2013,District of Columbia,"$75,000 to $99,999",0.1098,28956
2013,District of Columbia,"$100,000 to $124,999",0.0869,22913
2013,District of Columbia,"$125,000 to $149,999",0.06,15829
2013,District of Columbia,"$150,000 to $199,999",0.0793,20912
2013,District of Columbia,"$200,000 or more",0.1186,31265
2013,District of Columbia,"Less than $10,000",0.1037,27350
2013,Florida,"$10,000 to $14,999",0.0571,408552
2013,Florida,"$15,000 to $19,999",0.0606,434144
2013,Florida,"$20,000 to $24,999",0.0611,437441
2013,Florida,"$25,000 to $29,999",0.0592,423747
2013,Florida,"$30,000 to $34,999",0.059,422384
2013,Florida,"$35,000 to $39,999",0.0538,384849
2013,Florida,"$40,000 to $44,999",0.053,379300
2013,Florida,"$45,000 to $49,999",0.0455,325878
2013,Florida,"$50,000 to $59,999",0.0842,602940
2013,Florida,"$60,000 to $74,999",0.0981,702206
2013,Florida,"$75,000 to $99,999",0.1111,795247
2013,Florida,"$100,000 to $124,999",0.0679,485991
2013,Florida,"$125,000 to $149,999",0.0376,269409
2013,Florida,"$150,000 to $199,999",0.0363,260153
2013,Florida,"$200,000 or more",0.0375,268410
2013,Florida,"Less than $10,000",0.078,558329
2013,Georgia,"$10,000 to $14,999",0.0575,202306
2013,Georgia,"$15,000 to $19,999",0.0569,200073
2013,Georgia,"$20,000 to $24,999",0.057,200579
2013,Georgia,"$25,000 to $29,999",0.0541,190474
2013,Georgia,"$30,000 to $34,999",0.0549,193139
2013,Georgia,"$35,000 to $39,999",0.0485,170645
2013,Georgia,"$40,000 to $44,999",0.0482,169657
2013,Georgia,"$45,000 to $49,999",0.0422,148499
2013,Georgia,"$50,000 to $59,999",0.0818,287709
2013,Georgia,"$60,000 to $74,999",0.0986,346807
2013,Georgia,"$75,000 to $99,999",0.1157,407128
2013,Georgia,"$100,000 to $124,999",0.0731,257196
2013,Georgia,"$125,000 to $149,999",0.0423,148923
2013,Georgia,"$150,000 to $199,999",0.0422,148363
2013,Georgia,"$200,000 or more",0.0395,138838
2013,Georgia,"Less than $10,000",0.0875,307761
2013,Hawaii,"$10,000 to $14,999",0.0355,15964
2013,Hawaii,"$15,000 to $19,999",0.036,16186
2013,Hawaii,"$20,000 to $24,999",0.0394,17731
2013,Hawaii,"$25,000 to $29,999",0.0385,17317
2013,Hawaii,"$30,000 to $34,999",0.0408,18364
2013,Hawaii,"$35,000 to $39,999",0.0386,17349
2013,Hawaii,"$40,000 to $44,999",0.0414,18632
2013,Hawaii,"$45,000 to $49,999",0.0377,16967
2013,Hawaii,"$50,000 to $59,999",0.0785,35319
2013,Hawaii,"$60,000 to $74,999",0.1047,47092
2013,Hawaii,"$75,000 to $99,999",0.1444,64955
2013,Hawaii,"$100,000 to $124,999",0.1096,49292
2013,Hawaii,"$125,000 to $149,999",0.0684,30753
2013,Hawaii,"$150,000 to $199,999",0.0701,31526
2013,Hawaii,"$200,000 or more",0.0587,26416
2013,Hawaii,"Less than $10,000",0.0576,25908
2013,Idaho,"$10,000 to $14,999",0.0558,32378
2013,Idaho,"$15,000 to $19,999",0.0599,34742
2013,Idaho,"$20,000 to $24,999",0.0593,34371
2013,Idaho,"$25,000 to $29,999",0.0638,36980
2013,Idaho,"$30,000 to $34,999",0.0628,36435
2013,Idaho,"$35,000 to $39,999",0.0554,32112
2013,Idaho,"$40,000 to $44,999",0.056,32445
2013,Idaho,"$45,000 to $49,999",0.0481,27895
2013,Idaho,"$50,000 to $59,999",0.0912,52902
2013,Idaho,"$60,000 to $74,999",0.1115,64667
2013,Idaho,"$75,000 to $99,999",0.12,69597
2013,Idaho,"$100,000 to $124,999",0.0646,37453
2013,Idaho,"$125,000 to $149,999",0.0324,18778
2013,Idaho,"$150,000 to $199,999",0.0274,15893
2013,Idaho,"$200,000 or more",0.0221,12841
2013,Idaho,"Less than $10,000",0.0695,40308
2013,Illinois,"$10,000 to $14,999",0.046,219468
2013,Illinois,"$15,000 to $19,999",0.0511,243871
2013,Illinois,"$20,000 to $24,999",0.0504,240578
2013,Illinois,"$25,000 to $29,999",0.0482,229881
2013,Illinois,"$30,000 to $34,999",0.0488,232890
2013,Illinois,"$35,000 to $39,999",0.0444,211812
2013,Illinois,"$40,000 to $44,999",0.045,214974
2013,Illinois,"$45,000 to $49,999",0.0401,191219
2013,Illinois,"$50,000 to $59,999",0.0782,373287
2013,Illinois,"$60,000 to $74,999",0.1013,483343
2013,Illinois,"$75,000 to $99,999",0.1291,615943
2013,Illinois,"$100,000 to $124,999",0.087,415077
2013,Illinois,"$125,000 to $149,999",0.0528,252069
2013,Illinois,"$150,000 to $199,999",0.0536,255728
2013,Illinois,"$200,000 or more",0.0534,254708
2013,Illinois,"Less than $10,000",0.0708,337875
2013,Indiana,"$10,000 to $14,999",0.0549,136220
2013,Indiana,"$15,000 to $19,999",0.0576,142984
2013,Indiana,"$20,000 to $24,999",0.059,146448
2013,Indiana,"$25,000 to $29,999",0.0574,142351
2013,Indiana,"$30,000 to $34,999",0.0592,146806
2013,Indiana,"$35,000 to $39,999",0.0534,132550
2013,Indiana,"$40,000 to $44,999",0.0537,133152
2013,Indiana,"$45,000 to $49,999",0.0475,117870
2013,Indiana,"$50,000 to $59,999",0.0858,212864
2013,Indiana,"$60,000 to $74,999",0.1075,266747
2013,Indiana,"$75,000 to $99,999",0.1245,309007
2013,Indiana,"$100,000 to $124,999",0.0715,177538
2013,Indiana,"$125,000 to $149,999",0.0382,94828
2013,Indiana,"$150,000 to $199,999",0.0305,75783
2013,Indiana,"$200,000 or more",0.0256,63415
2013,Indiana,"Less than $10,000",0.0738,183230
2013,Iowa,"$10,000 to $14,999",0.0534,65463
2013,Iowa,"$15,000 to $19,999",0.0532,65195
2013,Iowa,"$20,000 to $24,999",0.0551,67621
2013,Iowa,"$25,000 to $29,999",0.0547,67127
2013,Iowa,"$30,000 to $34,999",0.0555,68040
2013,Iowa,"$35,000 to $39,999",0.0515,63158
2013,Iowa,"$40,000 to $44,999",0.0519,63654
2013,Iowa,"$45,000 to $49,999",0.0453,55551
2013,Iowa,"$50,000 to $59,999",0.0887,108752
2013,Iowa,"$60,000 to $74,999",0.1118,137091
2013,Iowa,"$75,000 to $99,999",0.1351,165742
2013,Iowa,"$100,000 to $124,999",0.0794,97408
2013,Iowa,"$125,000 to $149,999",0.041,50333
2013,Iowa,"$150,000 to $199,999",0.0339,41560
2013,Iowa,"$200,000 or more",0.0277,33925
2013,Iowa,"Less than $10,000",0.0619,75927
2013,Kansas,"$10,000 to $14,999",0.0519,57581
2013,Kansas,"$15,000 to $19,999",0.054,60011
2013,Kansas,"$20,000 to $24,999",0.056,62160
2013,Kansas,"$25,000 to $29,999",0.056,62185
2013,Kansas,"$30,000 to $34,999",0.0555,61678
2013,Kansas,"$35,000 to $39,999",0.0509,56521
2013,Kansas,"$40,000 to $44,999",0.051,56686
2013,Kansas,"$45,000 to $49,999",0.0477,52959
2013,Kansas,"$50,000 to $59,999",0.0862,95711
2013,Kansas,"$60,000 to $74,999",0.1074,119214
2013,Kansas,"$75,000 to $99,999",0.1259,139808
2013,Kansas,"$100,000 to $124,999",0.0781,86720
2013,Kansas,"$125,000 to $149,999",0.0426,47303
2013,Kansas,"$150,000 to $199,999",0.0386,42911
2013,Kansas,"$200,000 or more",0.0337,37469
2013,Kansas,"Less than $10,000",0.0644,71523
2013,Kentucky,"$10,000 to $14,999",0.0708,120065
2013,Kentucky,"$15,000 to $19,999",0.067,113630
2013,Kentucky,"$20,000 to $24,999",0.0639,108266
2013,Kentucky,"$25,000 to $29,999",0.0576,97649
2013,Kentucky,"$30,000 to $34,999",0.0586,99267
2013,Kentucky,"$35,000 to $39,999",0.0501,84865
2013,Kentucky,"$40,000 to $44,999",0.0511,86559
2013,Kentucky,"$45,000 to $49,999",0.0446,75564
2013,Kentucky,"$50,000 to $59,999",0.08,135562
2013,Kentucky,"$60,000 to $74,999",0.0964,163333
2013,Kentucky,"$75,000 to $99,999",0.1098,186091
2013,Kentucky,"$100,000 to $124,999",0.064,108471
2013,Kentucky,"$125,000 to $149,999",0.0349,59170
2013,Kentucky,"$150,000 to $199,999",0.0271,45920
2013,Kentucky,"$200,000 or more",0.0243,41144
2013,Kentucky,"Less than $10,000",0.1,169440
2013,Louisiana,"$10,000 to $14,999",0.0697,119061
2013,Louisiana,"$15,000 to $19,999",0.0675,115316
2013,Louisiana,"$20,000 to $24,999",0.0608,103808
2013,Louisiana,"$25,000 to $29,999",0.0557,95105
2013,Louisiana,"$30,000 to $34,999",0.0544,92833
2013,Louisiana,"$35,000 to $39,999",0.0477,81406
2013,Louisiana,"$40,000 to $44,999",0.0464,79263
2013,Louisiana,"$45,000 to $49,999",0.0414,70714
2013,Louisiana,"$50,000 to $59,999",0.0743,126976
2013,Louisiana,"$60,000 to $74,999",0.0907,154963
2013,Louisiana,"$75,000 to $99,999",0.1124,191885
2013,Louisiana,"$100,000 to $124,999",0.0712,121521
2013,Louisiana,"$125,000 to $149,999",0.0404,68934
2013,Louisiana,"$150,000 to $199,999",0.0366,62525
2013,Louisiana,"$200,000 or more",0.0319,54446
2013,Louisiana,"Less than $10,000",0.099,169096
2013,Maine,"$10,000 to $14,999",0.0643,35585
2013,Maine,"$15,000 to $19,999",0.0597,33042
2013,Maine,"$20,000 to $24,999",0.0598,33122
2013,Maine,"$25,000 to $29,999",0.0585,32422
2013,Maine,"$30,000 to $34,999",0.0577,31943
2013,Maine,"$35,000 to $39,999",0.0492,27239
2013,Maine,"$40,000 to $44,999",0.0504,27906
2013,Maine,"$45,000 to $49,999",0.0461,25528
2013,Maine,"$50,000 to $59,999",0.0851,47118
2013,Maine,"$60,000 to $74,999",0.1082,59941
2013,Maine,"$75,000 to $99,999",0.1251,69275
2013,Maine,"$100,000 to $124,999",0.0728,40323
2013,Maine,"$125,000 to $149,999",0.036,19919
2013,Maine,"$150,000 to $199,999",0.0318,17636
2013,Maine,"$200,000 or more",0.0271,15001
2013,Maine,"Less than $10,000",0.0683,37823
2013,Maryland,"$10,000 to $14,999",0.0335,71867
2013,Maryland,"$15,000 to $19,999",0.0336,72181
2013,Maryland,"$20,000 to $24,999",0.0361,77407
2013,Maryland,"$25,000 to $29,999",0.0346,74172
2013,Maryland,"$30,000 to $34,999",0.0377,80863
2013,Maryland,"$35,000 to $39,999",0.0355,76272
2013,Maryland,"$40,000 to $44,999",0.0379,81418
2013,Maryland,"$45,000 to $49,999",0.0352,75641
2013,Maryland,"$50,000 to $59,999",0.0739,158623
2013,Maryland,"$60,000 to $74,999",0.0989,212257
2013,Maryland,"$75,000 to $99,999",0.1353,290488
2013,Maryland,"$100,000 to $124,999",0.1063,228130
2013,Maryland,"$125,000 to $149,999",0.0753,161534
2013,Maryland,"$150,000 to $199,999",0.0876,188001
2013,Maryland,"$200,000 or more",0.0869,186613
2013,Maryland,"Less than $10,000",0.0516,110773
2013,Massachusetts,"$10,000 to $14,999",0.0525,132727
2013,Massachusetts,"$15,000 to $19,999",0.0449,113567
2013,Massachusetts,"$20,000 to $24,999",0.0415,105016
2013,Massachusetts,"$25,000 to $29,999",0.0379,95791
2013,Massachusetts,"$30,000 to $34,999",0.0403,102007
2013,Massachusetts,"$35,000 to $39,999",0.036,91155
2013,Massachusetts,"$40,000 to $44,999",0.0373,94444
2013,Massachusetts,"$45,000 to $49,999",0.0348,88027
2013,Massachusetts,"$50,000 to $59,999",0.0687,173702
2013,Massachusetts,"$60,000 to $74,999",0.0925,234101
2013,Massachusetts,"$75,000 to $99,999",0.1285,325171
2013,Massachusetts,"$100,000 to $124,999",0.0981,248325
2013,Massachusetts,"$125,000 to $149,999",0.0681,172238
2013,Massachusetts,"$150,000 to $199,999",0.0776,196455
2013,Massachusetts,"$200,000 or more",0.0792,200501
2013,Massachusetts,"Less than $10,000",0.062,156920
2013,Michigan,"$10,000 to $14,999",0.0564,215695
2013,Michigan,"$15,000 to $19,999",0.0595,227492
2013,Michigan,"$20,000 to $24,999",0.0588,224759
2013,Michigan,"$25,000 to $29,999",0.0558,213393
2013,Michigan,"$30,000 to $34,999",0.0558,213447
2013,Michigan,"$35,000 to $39,999",0.0505,192938
2013,Michigan,"$40,000 to $44,999",0.0506,193426
2013,Michigan,"$45,000 to $49,999",0.0448,171152
2013,Michigan,"$50,000 to $59,999",0.0839,320830
2013,Michigan,"$60,000 to $74,999",0.1003,383513
2013,Michigan,"$75,000 to $99,999",0.1192,455719
2013,Michigan,"$100,000 to $124,999",0.0732,279698
2013,Michigan,"$125,000 to $149,999",0.041,156889
2013,Michigan,"$150,000 to $199,999",0.0376,143832
2013,Michigan,"$200,000 or more",0.0308,117824
2013,Michigan,"Less than $10,000",0.0818,312673
2013,Minnesota,"$10,000 to $14,999",0.0448,94380
2013,Minnesota,"$15,000 to $19,999",0.0469,98820
2013,Minnesota,"$20,000 to $24,999",0.0464,97813
2013,Minnesota,"$25,000 to $29,999",0.0452,95333
2013,Minnesota,"$30,000 to $34,999",0.0475,100081
2013,Minnesota,"$35,000 to $39,999",0.044,92684
2013,Minnesota,"$40,000 to $44,999",0.0469,98780
2013,Minnesota,"$45,000 to $49,999",0.0414,87287
2013,Minnesota,"$50,000 to $59,999",0.0818,172388
2013,Minnesota,"$60,000 to $74,999",0.1092,230149
2013,Minnesota,"$75,000 to $99,999",0.1428,300891
2013,Minnesota,"$100,000 to $124,999",0.0941,198271
2013,Minnesota,"$125,000 to $149,999",0.0547,115201
2013,Minnesota,"$150,000 to $199,999",0.052,109669
2013,Minnesota,"$200,000 or more",0.046,96858
2013,Minnesota,"Less than $10,000",0.0563,118627
2013,Mississippi,"$10,000 to $14,999",0.0806,87699
2013,Mississippi,"$15,000 to $19,999",0.0749,81486
2013,Mississippi,"$20,000 to $24,999",0.0677,73679
2013,Mississippi,"$25,000 to $29,999",0.0625,68042
2013,Mississippi,"$30,000 to $34,999",0.0577,62827
2013,Mississippi,"$35,000 to $39,999",0.0527,57355
2013,Mississippi,"$40,000 to $44,999",0.0496,54007
2013,Mississippi,"$45,000 to $49,999",0.0418,45438
2013,Mississippi,"$50,000 to $59,999",0.0786,85528
2013,Mississippi,"$60,000 to $74,999",0.0907,98665
2013,Mississippi,"$75,000 to $99,999",0.1,108782
2013,Mississippi,"$100,000 to $124,999",0.0553,60196
2013,Mississippi,"$125,000 to $149,999",0.0292,31787
2013,Mississippi,"$150,000 to $199,999",0.0245,26667
2013,Mississippi,"$200,000 or more",0.0205,22343
2013,Mississippi,"Less than $10,000",0.1136,123572
2013,Missouri,"$10,000 to $14,999",0.0594,140151
2013,Missouri,"$15,000 to $19,999",0.059,139356
2013,Missouri,"$20,000 to $24,999",0.0606,143021
2013,Missouri,"$25,000 to $29,999",0.0568,134124
2013,Missouri,"$30,000 to $34,999",0.0585,137981
2013,Missouri,"$35,000 to $39,999",0.0516,121766
2013,Missouri,"$40,000 to $44,999",0.0539,127127
2013,Missouri,"$45,000 to $49,999",0.0442,104329
2013,Missouri,"$50,000 to $59,999",0.0856,202013
2013,Missouri,"$60,000 to $74,999",0.102,240652
2013,Missouri,"$75,000 to $99,999",0.1176,277610
2013,Missouri,"$100,000 to $124,999",0.0695,164109
2013,Missouri,"$125,000 to $149,999",0.0386,90992
2013,Missouri,"$150,000 to $199,999",0.0351,82787
2013,Missouri,"$200,000 or more",0.0291,68675
2013,Missouri,"Less than $10,000",0.0786,185438
2013,Montana,"$10,000 to $14,999",0.0628,25452
2013,Montana,"$15,000 to $19,999",0.0646,26180
2013,Montana,"$20,000 to $24,999",0.0661,26797
2013,Montana,"$25,000 to $29,999",0.0593,24044
2013,Montana,"$30,000 to $34,999",0.0609,24703
2013,Montana,"$35,000 to $39,999",0.0514,20828
2013,Montana,"$40,000 to $44,999",0.0517,20958
2013,Montana,"$45,000 to $49,999",0.047,19071
2013,Montana,"$50,000 to $59,999",0.0856,34703
2013,Montana,"$60,000 to $74,999",0.1072,43482
2013,Montana,"$75,000 to $99,999",0.1188,48192
2013,Montana,"$100,000 to $124,999",0.0685,27797
2013,Montana,"$125,000 to $149,999",0.0334,13553
2013,Montana,"$150,000 to $199,999",0.0271,10988
2013,Montana,"$200,000 or more",0.0242,9817
2013,Montana,"Less than $10,000",0.0714,28960
2013,Nebraska,"$10,000 to $14,999",0.0542,39329
2013,Nebraska,"$15,000 to $19,999",0.0535,38859
2013,Nebraska,"$20,000 to $24,999",0.0559,40577
2013,Nebraska,"$25,000 to $29,999",0.0543,39397
2013,Nebraska,"$30,000 to $34,999",0.0573,41611
2013,Nebraska,"$35,000 to $39,999",0.05,36324
2013,Nebraska,"$40,000 to $44,999",0.0523,37984
2013,Nebraska,"$45,000 to $49,999",0.0457,33186
2013,Nebraska,"$50,000 to $59,999",0.0891,64653
2013,Nebraska,"$60,000 to $74,999",0.1108,80410
2013,Nebraska,"$75,000 to $99,999",0.1315,95441
2013,Nebraska,"$100,000 to $124,999",0.078,56602
2013,Nebraska,"$125,000 to $149,999",0.0417,30279
2013,Nebraska,"$150,000 to $199,999",0.0349,25358
2013,Nebraska,"$200,000 or more",0.0304,22077
2013,Nebraska,"Less than $10,000",0.0602,43700
2013,Nevada,"$10,000 to $14,999",0.0458,45707
2013,Nevada,"$15,000 to $19,999",0.0506,50591
2013,Nevada,"$20,000 to $24,999",0.0538,53745
2013,Nevada,"$25,000 to $29,999",0.0538,53786
2013,Nevada,"$30,000 to $34,999",0.0565,56456
2013,Nevada,"$35,000 to $39,999",0.0499,49854
2013,Nevada,"$40,000 to $44,999",0.0513,51291
2013,Nevada,"$45,000 to $49,999",0.0465,46445
2013,Nevada,"$50,000 to $59,999",0.0871,87057
2013,Nevada,"$60,000 to $74,999",0.1098,109643
2013,Nevada,"$75,000 to $99,999",0.1283,128199
2013,Nevada,"$100,000 to $124,999",0.0784,78348
2013,Nevada,"$125,000 to $149,999",0.0482,48192
2013,Nevada,"$150,000 to $199,999",0.0416,41574
2013,Nevada,"$200,000 or more",0.0334,33367
2013,Nevada,"Less than $10,000",0.0648,64761
2013,New Hampshire,"$10,000 to $14,999",0.0401,20804
2013,New Hampshire,"$15,000 to $19,999",0.0393,20384
2013,New Hampshire,"$20,000 to $24,999",0.0449,23267
2013,New Hampshire,"$25,000 to $29,999",0.0433,22440
2013,New Hampshire,"$30,000 to $34,999",0.0443,22982
2013,New Hampshire,"$35,000 to $39,999",0.0407,21085
2013,New Hampshire,"$40,000 to $44,999",0.0455,23592
