,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2565,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2566,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2567,Tuberculosis, chills, vomiting, fatigue, weight_loss
2568,Common Cold, continuous_sneezing, chills, fatigue, cough
2569,Pneumonia, chills, fatigue, cough, high_fever
2570,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2571,Heart attack, vomiting, breathlessness, sweating, chest_pain
2572,Varicose veins, fatigue, cramps, bruising, obesity
2573,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2574,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2575,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2576,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2577,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2578,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2579,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2580,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2581,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2582,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2583,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2584,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2585,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2586,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2587,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2588,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2589,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2590,Diabetes , fatigue, weight_loss, restlessness, lethargy
2591,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2592,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2593,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2594,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2595,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2596,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2597,Jaundice,itching, vomiting, fatigue, weight_loss
2598,Malaria, chills, vomiting, high_fever, sweating
2599,Chicken pox,itching, skin_rash, fatigue, lethargy
2600,Dengue, skin_rash, chills, joint_pain, vomiting
2601,Typhoid, chills, vomiting, fatigue, high_fever
2602,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2603,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2604,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2605,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2606,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2607,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2608,Tuberculosis, chills, vomiting, fatigue, weight_loss
2609,Common Cold, continuous_sneezing, chills, fatigue, cough
2610,Pneumonia, chills, fatigue, cough, high_fever
2611,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2612,Heart attack, vomiting, breathlessness, sweating, chest_pain
2613,Varicose veins, fatigue, cramps, bruising, obesity
2614,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2615,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2616,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2617,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2618,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2619,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2620,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2621,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2622,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2623,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2624,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2625,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2626,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2627,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2628,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2629,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2630,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2631,Diabetes , fatigue, weight_loss, restlessness, lethargy
2632,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2633,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2634,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2635,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2636,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2637,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2638,Jaundice,itching, vomiting, fatigue, weight_loss
2639,Malaria, chills, vomiting, high_fever, sweating
2640,Chicken pox,itching, skin_rash, fatigue, lethargy
2641,Dengue, skin_rash, chills, joint_pain, vomiting
2642,Typhoid, chills, vomiting, fatigue, high_fever
2643,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2644,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2645,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2646,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2647,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2648,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2649,Tuberculosis, chills, vomiting, fatigue, weight_loss
2650,Common Cold, continuous_sneezing, chills, fatigue, cough
2651,Pneumonia, chills, fatigue, cough, high_fever
2652,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2653,Heart attack, vomiting, breathlessness, sweating, chest_pain
2654,Varicose veins, fatigue, cramps, bruising, obesity
2655,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2656,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2657,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2658,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2659,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2660,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2661,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2662,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2663,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2664,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2665,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2666,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2667,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2668,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2669,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2670,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2671,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2672,Diabetes , fatigue, weight_loss, restlessness, lethargy
2673,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2674,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2675,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2676,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2677,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2678,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2679,Jaundice,itching, vomiting, fatigue, weight_loss
2680,Malaria, chills, vomiting, high_fever, sweating
2681,Chicken pox,itching, skin_rash, fatigue, lethargy
2682,Dengue, skin_rash, chills, joint_pain, vomiting
2683,Typhoid, chills, vomiting, fatigue, high_fever
2684,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2685,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2686,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2687,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2688,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2689,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2690,Tuberculosis, chills, vomiting, fatigue, weight_loss
2691,Common Cold, continuous_sneezing, chills, fatigue, cough
2692,Pneumonia, chills, fatigue, cough, high_fever
2693,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2694,Heart attack, vomiting, breathlessness, sweating, chest_pain
2695,Varicose veins, fatigue, cramps, bruising, obesity
2696,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2697,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2698,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2699,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2700,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2701,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2702,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2703,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2704,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2705,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2706,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2707,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2708,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2709,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2710,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2711,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2712,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2713,Diabetes , fatigue, weight_loss, restlessness, lethargy
2714,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2715,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2716,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2717,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2718,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2719,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2720,Jaundice,itching, vomiting, fatigue, weight_loss
2721,Malaria, chills, vomiting, high_fever, sweating
2722,Chicken pox,itching, skin_rash, fatigue, lethargy
2723,Dengue, skin_rash, chills, joint_pain, vomiting
2724,Typhoid, chills, vomiting, fatigue, high_fever
2725,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2726,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2727,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2728,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2729,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2730,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2731,Tuberculosis, chills, vomiting, fatigue, weight_loss
2732,Common Cold, continuous_sneezing, chills, fatigue, cough
2733,Pneumonia, chills, fatigue, cough, high_fever
2734,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2735,Heart attack, vomiting, breathlessness, sweating, chest_pain
2736,Varicose veins, fatigue, cramps, bruising, obesity
2737,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2738,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2739,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2740,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2741,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2742,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2743,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2744,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2745,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2746,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2747,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2748,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2749,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2750,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2751,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2752,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2753,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2754,Diabetes , fatigue, weight_loss, restlessness, lethargy
2755,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2756,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2757,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2758,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2759,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2760,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2761,Jaundice,itching, vomiting, fatigue, weight_loss
2762,Malaria, chills, vomiting, high_fever, sweating
2763,Chicken pox,itching, skin_rash, fatigue, lethargy
2764,Dengue, skin_rash, chills, joint_pain, vomiting
2765,Typhoid, chills, vomiting, fatigue, high_fever
2766,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2767,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2768,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2769,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2770,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2771,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2772,Tuberculosis, chills, vomiting, fatigue, weight_loss
2773,Common Cold, continuous_sneezing, chills, fatigue, cough
2774,Pneumonia, chills, fatigue, cough, high_fever
2775,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2776,Heart attack, vomiting, breathlessness, sweating, chest_pain
2777,Varicose veins, fatigue, cramps, bruising, obesity
2778,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2779,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2780,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2781,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2782,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2783,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2784,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2785,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2786,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2787,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2788,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2789,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2790,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2791,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2792,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2793,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2794,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2795,Diabetes , fatigue, weight_loss, restlessness, lethargy
2796,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2797,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2798,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2799,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2800,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2801,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2802,Jaundice,itching, vomiting, fatigue, weight_loss
2803,Malaria, chills, vomiting, high_fever, sweating
2804,Chicken pox,itching, skin_rash, fatigue, lethargy
2805,Dengue, skin_rash, chills, joint_pain, vomiting
2806,Typhoid, chills, vomiting, fatigue, high_fever
2807,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
