Day,Date,Hour,Country,Event,Actual,Previous,Consensus,Forecast
Friday,10/06/23,7:30,US,Non Farm Payrolls SEP,336K,227K,170K,150.0K
Friday,10/06/23,7:30,US,Unemployment Rate SEP,0.038,3.80%,0.037,0.038
Wednesday,10/11/23,7:30,US,PPI MoM SEP,0.005,0.70%,0.003,0.004
Wednesday,10/11/23,13:00,US,FOMC Minutes,,,,
Thursday,10/12/23,1:00,GB,GDP MoM AUG,0.002,-0.60%,0.002,0.001
Thursday,10/12/23,7:30,US,Core Inflation Rate MoM SEP,0.003,0.30%,0.003,0.003
Thursday,10/12/23,7:30,US,Core Inflation Rate YoY SEP,0.041,4.30%,0.041,0.041
Thursday,10/12/23,7:30,US,Inflation Rate MoM SEP,0.004,0.60%,0.003,0.004
Thursday,10/12/23,7:30,US,Inflation Rate YoY SEP,0.037,3.70%,0.036,0.037
Thursday,10/12/23,20:30,CN,Inflation Rate YoY SEP,0,0.10%,0.002,0.003
Thursday,10/12/23,22:00,CN,Balance of Trade SEP,77.71B,68.36B,70B,72.1B
Friday,10/13/23,9:00,US,Michigan Consumer Sentiment Prel OCT,63,68.1,67.2,68
Tuesday,10/17/23,7:30,CA,Inflation Rate YoY SEP,0.038,4%,0.04,0.045
Tuesday,10/17/23,7:30,US,Retail Sales MoM SEP,0.007,0.80%,0.003,0.003
Tuesday,10/17/23,21:00,CN,GDP Growth Rate YoY Q3,0.049,6.30%,0.044,0.046
Tuesday,10/17/23,21:00,CN,Industrial Production YoY SEP,0.045,4.50%,0.043,0.043
Tuesday,10/17/23,21:00,CN,Retail Sales YoY SEP,0.055,4.60%,0.049,0.047
Wednesday,10/18/23,1:00,GB,Inflation Rate YoY SEP,0.067,6.70%,0.066,0.065
Wednesday,10/18/23,7:30,US,Building Permits Prel SEP,1.473M,1.541M,1.45M,1.46M
Wednesday,10/18/23,18:50,JP,Balance of Trade SEP,62.4B,-937.8B,-425B, -500.0B
Thursday,10/19/23,11:00,US,Fed Chair Powell Speech ,,,,
Thursday,10/19/23,18:30,JP,Inflation Rate YoY SEP,0.03,3.20%,,0.031
Friday,10/20/23,1:00,GB,Retail Sales MoM SEP,-0.009,0.40%,-0.002,-0.002
Tuesday,10/24/23,1:00,GB,Unemployment Rate - Adjusted AUG,0.042,,,
Wednesday,10/25/23,9:00,CA,BoC Monetary Policy Report,,,,
Wednesday,10/25/23,15:35,US,Fed Chair Powell Speech ,,,,
Thursday,10/26/23,7:15,EA,ECB Interest Rate Decision,0.045,4.50%,0.045,0.045
Thursday,10/26/23,7:30,US,Durable Goods Orders MoM SEP,0.047,-0.10%,0.017,0.011
Thursday,10/26/23,7:30,US,GDP Growth Rate QoQ Adv Q3,0.049,2.10%,0.043,0.04
Thursday,10/26/23,7:45,EA,ECB Press Conference,,,,
Friday,10/27/23,7:30,US,Core PCE Price Index MoM SEP,0.003,0.10%,0.003,0.002
Friday,10/27/23,7:30,US,Personal Income MoM SEP,0.003,0.40%,0.004,0.003
Friday,10/27/23,7:30,US,Personal Spending MoM SEP,0.007,0.40%,0.005,0.005
Monday,10/30/23,20:30,CN,NBS Manufacturing PMI OCT,49.5,50.2,50.2,50.5
Monday,10/30/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Tuesday,10/31/23,5:00,EA,GDP Growth Rate QoQ Flash Q3,-0.001,0.20%,0,0
Tuesday,10/31/23,5:00,EA,GDP Growth Rate YoY Flash Q3,0.001,0.50%,0.002,0.001
Tuesday,10/31/23,5:00,EA,Inflation Rate YoY Flash OCT,0.029,4.30%,0.031,0.033
Tuesday,10/31/23,20:45,CN,Caixin Manufacturing PMI OCT,49.5,50.6,50.8,50.7
Wednesday,11/01/23,9:00,US,ISM Manufacturing PMI OCT,46.7,49,49,49.5
Wednesday,11/01/23,9:00,US,JOLTs Job Openings SEP,9.553M,9.497M,9.25M,9.2M
Wednesday,11/01/23,13:00,US,Fed Interest Rate Decision,0.055,5.50%,0.055,0.055
Wednesday,11/01/23,13:30,US,Fed Press Conference,,,,
Thursday,11/02/23,7:00,GB,BoE Interest Rate Decision,0.0525,5.25%,0.0525,0.0525
Friday,11/03/23,7:30,CA,Unemployment Rate OCT,0.057,5.50%,0.056,0.055
Friday,11/03/23,7:30,US,Non Farm Payrolls OCT,150K,297K,180K,190K
Friday,11/03/23,7:30,US,Unemployment Rate OCT,0.039,3.80%,0.038,0.038
Friday,11/03/23,9:00,US,ISM Services PMI OCT,51.8,53.6,53,53.7
Monday,11/06/23,10:00,CA,Ivey PMI s.a OCT,53.4,53.1,54,52.1
Monday,11/06/23,22:00,CN,Balance of Trade OCT,56.53B,77.71B,82B,81.0B
Wednesday,11/08/23,9:15,US,Fed Chair Powell Speech ,,,,
Wednesday,11/08/23,20:30,CN,Inflation Rate YoY OCT,-0.002,0%,-0.001,0
Thursday,11/09/23,14:00,US,Fed Chair Powell Speech ,,,,
Friday,11/10/23,2:00,GB,GDP Growth Rate QoQ Prel Q3,0,0.20%,-0.001,0
Friday,11/10/23,2:00,GB,GDP Growth Rate YoY Prel Q3,0.006,0.60%,0.005,0.006
Friday,11/10/23,2:00,GB,GDP MoM SEP,0.002,0.10%,0,0
Friday,11/10/23,7:30,EA,ECB President Lagarde Speech ,,,,
Friday,11/10/23,10:00,US,Michigan Consumer Sentiment Prel NOV,60.4,63.8,63.7,64.2
Tuesday,11/14/23,2:00,GB,Unemployment Rate SEP,0.042,4.20%,0.043,0.043
Tuesday,11/14/23,8:30,US,Core Inflation Rate MoM OCT,0.002,0.30%,0.003,0.003
Tuesday,11/14/23,8:30,US,Core Inflation Rate YoY OCT,0.04,4.10%,0.041,0.04
Tuesday,11/14/23,8:30,US,Inflation Rate MoM OCT,0,0.40%,0.001,0.001
Tuesday,11/14/23,8:30,US,Inflation Rate YoY OCT,0.032,3.70%,0.033,0.033
Tuesday,11/14/23,18:50,JP,GDP Growth Annualized Prel Q3,-0.021,4.50%,-0.006,-0.006
Tuesday,11/14/23,18:50,JP,GDP Growth Rate QoQ Prel Q3,-0.005,1.10%,-0.001,-0.002
Tuesday,11/14/23,21:00,CN,Industrial Production YoY OCT,0.046,4.50%,0.044,0.044
Tuesday,11/14/23,21:00,CN,Retail Sales YoY OCT,0.076,5.50%,0.07,0.067
Wednesday,11/15/23,2:00,GB,Inflation Rate YoY OCT,0.046,6.70%,0.048,0.049
Wednesday,11/15/23,8:30,US,PPI MoM OCT,-0.005,0.40%,0.001,0.001
Wednesday,11/15/23,8:30,US,Retail Sales MoM OCT,-0.001,0.90%,-0.003,0
Wednesday,11/15/23,18:50,JP,Balance of Trade OCT,-662.5B,72.1B,-735.7B,-500B
Friday,11/17/23,2:00,GB,Retail Sales MoM OCT,-0.003,-1.10%,0.003,0.002
Friday,11/17/23,8:30,US,Building Permits Prel OCT,1.487M,1.471M,1.45M,1.45M
Tuesday,11/21/23,8:30,CA,Inflation Rate YoY OCT,0.031,3.80%,0.032,0.033
Tuesday,11/21/23,14:00,US,FOMC Minutes,,,,
Wednesday,11/22/23,8:30,US,Durable Goods Orders MoM OCT,-0.054,4%,-0.031,-0.028
Wednesday,11/22/23,,GB,Autumn Statement,,,,
Thursday,11/23/23,18:30,JP,Inflation Rate YoY OCT,0.033,3%,,0.032
Wednesday,11/29/23,8:30,US,GDP Growth Rate QoQ 2nd Est Q3,0.052,2.10%,0.05,0.049
Wednesday,11/29/23,20:30,CN,NBS Manufacturing PMI NOV,49.4,49.5,49.7,49.9
Thursday,11/30/23,5:00,EA,Inflation Rate YoY Flash NOV,0.024,2.90%,0.027,0.027
Thursday,11/30/23,8:30,CA,GDP Growth Rate QoQ Q3,-0.003,0.30%,,0
Thursday,11/30/23,8:30,US,Core PCE Price Index MoM OCT,0.002,0.30%,0.002,0.003
Thursday,11/30/23,8:30,US,Personal Income MoM OCT,0.002,0.40%,0.002,0.003
Thursday,11/30/23,8:30,US,Personal Spending MoM OCT,0.002,0.70%,0.002,0.004
Thursday,11/30/23,20:45,CN,Caixin Manufacturing PMI NOV,50.7,49.5,49.8,49.8
Friday,12/01/23,8:30,CA,Unemployment Rate NOV,0.058,5.70%,0.058,0.058
Friday,12/01/23,10:00,US,ISM Manufacturing PMI NOV,46.7,46.7,47.6,47.2
