Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
EVGA GTX 580 Superclocked,,EVGA,015-P3-1582-AR,0843368014254,,268 mm,2.0,1,1,1,0,1,MPN,797 MHz,1.5 GB,4052 MHz,244 W,
EVGA GTX 650,,EVGA,01G-P4-2650-KR,0021111208741,,152 mm,2.0,0,1,1,0,1,MPN,1058 MHz,1 GB,5000 MHz,65 W,
EVGA GTX 650 Ti 2 GB,,EVGA,02G-P4-3651-KR,0843368022471,,152 mm,2.0,0,1,1,0,1,MPN,928 MHz,2 GB,5400 MHz,110 W,
EVGA GTX 660 Superclocked,,EVGA,02G-P4-2662-KR,5554442246939,,241 mm,2.0,0,1,1,1,1,MPN,1110 MHz,2 GB,6008 MHz,140 W,
Gainward GeForce GTX 1060,,Gainward,426018336-3712,4260183363712,,252 mm,2.0,0,1,0,0,0,0,1708 MHz,6 GB,,120 W,
Gainward GeForce GTX 1060,,Gainward,426018336-3798,4260183363798,,252 mm,2.0,0,1,0,0,0,0,1708 MHz,3 GB,,120 W,
Gainward GeForce GTX 1060 Phoenix,,Gainward,426018336-3729,4260183363729,,248 mm,2.5,0,1,0,0,0,0,1708 MHz,6 GB,,120 W,
Gainward GeForce GTX 1060 Phoenix GS,,Gainward,426018336-3736,4260183363736,,248 mm,2.5,0,1,0,0,0,0,1847 MHz,6 GB,,120 W,
Gainward GeForce GTX 1070 Dual,,Gainward,426018336-3750,4260183363750,,252 mm,2.0,1,0,1,3,1,0,1683 MHz,8 GB,4000 MHz,150 W,
Gainward GeForce GTX 1070 Phoenix,,Gainward,426018336-3699,4260183363699,,285 mm,2.5,1,0,0,0,0,0,1683 MHz,8 GB,,150 W,
Gainward GeForce GTX 1070 Phoenix GLH,,Gainward,426018336-3675,4260183363675,,285 mm,2.5,1,0,0,0,0,0,1873 MHz,8 GB,50 MHz,150 W,
Gainward GeForce GTX 1070 Phoenix GS,,Gainward,426018336-3682,4260183363682,,285 mm,2.5,1,0,0,0,0,0,1835 MHz,8 GB,,150 W,
Gainward GeForce GTX 1080 Phoenix,,Gainward,426018336-3651,4260183363651,,285 mm,2.5,1,1,0,0,0,0,1733 MHz,8 GB,,180 W,
Gainward GeForce GTX 1080 Phoenix GLH,,Gainward,426018336-3668,4260183363668,,285 mm,2.5,1,1,0,0,0,0,1885 MHz,8 GB,50 MHz,180 W,
Gainward GeForce GTX 1080 Phoenix GS,,Gainward,426018336-3644,4260183363644,,285 mm,2.5,1,1,0,0,0,0,1847 MHz,8 GB,,180 W,
Gainward GeForce GTX 1080 Ti Founders Edition,,Gainward,426018336-3897,4260183363897,,266.7 mm,2.0,1,1,1,3,0,0,1582 MHz,11 GB,5500 MHz,250 W,
Gainward GeForce GTX 1080 Ti Golden Sample,,Gainward,426018336-3903,4260183363903,,267 mm,2.0,1,1,0,0,0,0,1620 MHz,11 GB,5 MHz,250 W,
Gainward GeForce GTX 1660 Ti Pegasus 6G,,Gainward,4375,4260183364375,,168 mm,2.0,1,0,1,1,1,0,1770 MHz,6 GB,12000 MHz,120 W,
Gainward GeForce GTX 1660 Ti Pegasus OC 6G,,Gainward,4368,4260183364368,,168 mm,2.0,1,0,1,1,1,0,1815 MHz,6 GB,12000 MHz,120 W,
Gainward GeForce RTX 2060 Phoenix GS,,Gainward,4313,4260183364313,,235 mm,2.0,1,0,1,1,1,0,1830 MHz,6 GB,14000 MHz,190 W,
Gainward GeForce RTX 2070 Phoenix,,Gainward,426018336-4153,4260183364153,,292 mm,2.0,1,1,1,3,0,0,1650 MHz,8 GB,14000 MHz,185 W,
Gainward GeForce RTX 2070 Phoenix GS,,Gainward,426018336-4160,4260183364160,,292 mm,2.0,1,1,1,3,0,0,1725 MHz,8 GB,14000 MHz,185 W,
Gainward GeForce RTX 2080 Phoenix GS,,Gainward,426018336-4146,4260183364146,,292 mm,2.0,1,1,1,3,0,0,1815 MHz,8 GB,14000 MHz,225 W,
Gainward GeForce RTX 2080 Ti Phoenix,,Gainward,426018336-4115,4260183364115,,292 mm,5.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,260 W,
Gainward GeForce RTX 2080 Ti Phoenix GS,,Gainward,426018336-4122,4260183364122,,292 mm,5.0,2,0,1,3,0,0,1650 MHz,11 GB,14000 MHz,260 W,
Galax RTX 2060 OC,,Galax,26NRL7HPX7OC,4895147133379,4895147133379,228 mm,2.0,1,0,1,1,1,0,1695 MHz,6 GB,14000 MHz,160 W,
Gigabyte Aorus GeForce GTX 1660 Ti 6G,$332.16 USD,Gigabyte,GV-N166TAORUS-6GD,4719331304539,889523016800,280 mm,,1,0,1,1,0,0,1890 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/GIGABYTE-GeForce-Graphics-Windforce-Gv-N166TAORUS-6GD/dp/B07PPD48VR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07PPD48VR
Gigabyte Aorus GeForce RTX 2060 Super,$435.22 USD,Gigabyte,GV-N206SAORUS-8GC,4719331304935,,290 mm,3.0,1,1,1,1,0,0,1845 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/GIGABYTE-GeForce-Graphics-WINDFORCE-GV-N206SAORUS-8GC/dp/B07TT8R3ND?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07TT8R3ND
Gigabyte Aorus GeForce RTX 2060 Xtreme 6G,$407.63 USD,Gigabyte,GV-N2060AORUS X-6GC,4719331304348,,290 mm,2.0,1,1,1,3,0,0,1845 MHz,6 GB,14000 MHz,190 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-GV-N2060AORUS-X-6GC/dp/B07MBKW4QF?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MBKW4QF
Gigabyte Aorus GeForce RTX 2070 Super,$599.0 USD,Gigabyte,GV-N207SAORUS-8GC,4719331305192,889523018637,290 mm,3.0,2,0,1,1,0,0,1905 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TV9BVVV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Aorus GeForce RTX 2070 Super Gaming OC,,Gigabyte,GV-N207SGAMING OC-8GC,4719331305208,889523018644,286.5 mm,2.5,1,1,1,1,0,0,1815 MHz,8 GB,14000 MHz,260 W,
Gigabyte Aorus GeForce RTX 2080 Super,$817.8 USD,Gigabyte,GV-N208SAORUS-8GC,4719331304980,889523018583,290 mm,,2,0,0,0,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07TZV17JY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Aorus GeForce RTX 2080 Super Waterforce,$879.82 USD,Gigabyte,GV-N208SAORUS W-8GC,4719331305352,,290 mm,2.0,2,0,3,3,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/Gigabyte-WATERFORCE-Windforce-Gv-N208SAORUS-W-8GC/dp/B07VRLC6X6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VRLC6X6
Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB,$800.08 USD,Gigabyte,GV-N208SAORUS WB-8GC,4719331305369,,291.29 mm,2.0,2,0,3,3,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/Waterforce-Pre-Installed-Waterblock-Gv-N208SAORUS-WB-8GC/dp/B07VRKWMZV?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VRKWMZV
Gigabyte Aorus GeForce RTX 2080 Ti 1,,Gigabyte,GV-N208TAORUS-11GC,4719331303709,889523015322,280 mm,2.5,2,0,3,3,0,0,1695 MHz,11 GB,14000 MHz,250 W,
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme 1,$1416.77 USD,Gigabyte,GV-N208TAORUS X-11GC,4719331303693,889523015315,290 mm,2.5,2,0,3,3,0,0,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07JVGQTRK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce 1,,Gigabyte,GV-N208TAORUS X W-11GC,4719331303891,889523015872,290 mm,2.5,2,0,1,3,0,0,1770 MHz,11 GB,14000 MHz,250 W,
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce WB 1,$1310.75 USD,Gigabyte,GV-N208TAORUS X WB-11GC,4719331303761,,280 mm,2.0,2,0,3,3,0,0,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/Gigabyte-WATERFORCE-Pre-Installed-Gv-N208TAORUSX-WB-11GC/dp/B07JVJHWMQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JVJHWMQ
Gigabyte Aorus GeForce RTX 3080 Master 12G LHR,,Gigabyte,GV-N3080AORUS M-12GD,4719331310608,,319 mm,3.5,3,0,3,3,0,0,1830 MHz,12 GB,,350 W,
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 10G LHR,,Gigabyte,GV-N3080AORUSX W-10GD 2,4719331309718,,252 mm,2.0,2,0,3,3,0,0,1845 MHz,10 GB,19000 MHz,320 W,
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 12G LHR,,Gigabyte,GV-N3080AORUSX W-12GD,4719331310622,,252 mm,2.0,2,0,3,3,0,0,1830 MHz,12 GB,,350 W,
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 10G LHR,,Gigabyte,GV-N3080AORUSX WB-10GD 2.0,4719331309688,,252 mm,1.5,2,0,3,3,0,0,1845 MHz,10 GB,19000 MHz,320 W,
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 12G LHR,,Gigabyte,GV-N3080AORUSX WB-12GD,4719331310615,,252 mm,1.5,2,0,3,3,0,0,1830 MHz,12 GB,,350 W,
Gigabyte Aorus GeForce RTX 3090 Ti Xtreme Waterforce,,Gigabyte,GV-N309TAORUSX W-24GD,4719331310707,,238 mm,2.0,0,0,1,3,0,0,1935 MHz,24 GB,,450 W,
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce,,Gigabyte,GV-N4080AORUSX W-16GD,4719331311865,,236 mm,2.0,0,0,1,3,0,0,2565 MHz,16 GB,22400 MHz,320 W,
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce WB,,Gigabyte,GV-N4080AORUSX WB-16GD,4719331311858,,235 mm,2.0,0,0,1,3,0,0,2565 MHz,16 GB,22400 MHz,320 W,
Gigabyte Aorus Radeon RX 5700 XT,,Gigabyte,GV-R57XTAORUS-8GD,4719331306335,,290 mm,3.0,2,0,3,3,0,0,2010 MHz,8 GB,,180 W,
Gigabyte Aorus Radeon RX 6900 XT Xtreme Waterforce WB,,Gigabyte,GV-R69XTAORUSX WB-16GD,4719331309268,,282 mm,2.0,3,0,2,3,0,0,2525 MHz,16 GB,,300 W,
GIGABYTE Aorus Radeon RX 7900 XTX Elite,,Gigabyte,GV-R79XTXAORUS E-24GD,4719331312336,,335 mm,3.5,3,0,2,2,0,0,2680 MHz,24 GB,20000 MHz,355 W,
Gigabyte GeForce GT 1030,$129.33 USD,Gigabyte,GV-N1030D5-2GL,4719331301590,889523010181,149.9 mm,1.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/dp/B071DY2VJR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce GT 1030 Low Profile D4,,Gigabyte,GV-N1030D4-2GL,4719331303280,,149.9 mm,1.5,0,0,1,0,1,0,1379 MHz,2 GB,4200 MHz,30 W,
Gigabyte GeForce GT 1030 OC 2G,$98.09 USD,Gigabyte,GV-N1030OC-2GI,4719331301699,889523010341,167.7 mm,2.0,0,0,0,0,0,0,1518 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/dp/B07646VQ6T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce GT 1030 Silent,$81.23 USD,Gigabyte,GV-N1030SL-2GL,4719331301620,889523010242,174.9 mm,2.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/GIGABYTE-GeForce-GV-N1030SL-2GL-Silent-Profile/dp/B072HRD3CY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072HRD3CY
Gigabyte GeForce GT 610 Silent,,Gigabyte,GV-N610SL-1GI,4719331316259,,177 mm,1.0,0,0,1,0,1,1,810 MHz,1 GB,1200 MHz,29 W,
Gigabyte GeForce GTX 1050,$130.56 USD,Gigabyte,GV-N1050D5-2GD,4719331339302,889523007518,172 mm,2.0,0,0,0,0,0,0,1455 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-Geforce-GV-N1050D5-2GD-Graphic-Cards/dp/B01MEGB6LK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MEGB6LK
Gigabyte GeForce GTX 1050 OC,$274.27 USD,Gigabyte,GV-N1050OC-2GL,4719331301163,889523008874,167 mm,2.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-4719331301163-Geforce-Profile-GDDR5/dp/B01N7RXQYU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N7RXQYU
Gigabyte GeForce GTX 1050 Ti,$178.83 USD,Gigabyte,GV-N105TD5-4GD,4719331339326,889523007525,172 mm,2.0,0,0,0,0,0,0,1392 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B01M4KGTNI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce GTX 1050 Ti G1 Gaming,$264.68 USD,Gigabyte,GV-N105TG1 GAMING-4GD,4719331339241,889523007464,219 mm,2.0,0,0,0,0,0,0,1480 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-Geforce-Gaming-Graphic-GV-N105TG1GAMING-4GD/dp/B01MCUYOWK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MCUYOWK
Gigabyte GeForce GTX 1050 Ti OC,$173.43 USD,Gigabyte,GV-N105TOC-4GL,4719331301156,889523008867,167 mm,2.0,0,0,0,0,0,0,1417 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B06WWLWWJM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce GTX 1050 Ti WindForce 2X OC,$251.15 USD,Gigabyte,GV-N105TWF2OC-4GD,4719331339272,889523007488,229 mm,2.0,0,0,0,0,0,0,1442 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B01M6Y671T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce GTX 1050 WindForce 2X,$165.68 USD,Gigabyte,GV-N1050WF2OC-2GD,4719331339319,889523007532,229 mm,2.0,0,0,0,0,0,0,1506 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-GeForce-WINDFORCE-Graphic-GV-N1050WF2OC-2GD/dp/B01MF8R2NR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MF8R2NR
Gigabyte GeForce GTX 1060 Aorus 6G 9 Gbps,,Gigabyte,GV-N1060AORUS-6GD,4719331301316,,280 mm,2.0,1,0,1,3,1,0,MHz,6 GB,4513 MHz,120 W,
Gigabyte GeForce GTX 1060 Aorus Xtreme 6G,$360.5 USD,Gigabyte,GV-N1060AORUS X-6GD (Rev. 2),4719331301866,889523010709,281 mm,3.0,1,0,0,0,0,0,MHz,6 GB,82 MHz,120 W,https://www.amazon.ca/Gigabyte-Xtreme-GeForce-Computer-Graphics/dp/B0748JM9HY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0748JM9HY
Gigabyte GeForce GTX 1060 G1 Gaming,,Gigabyte,GV-N1060G1 GAMING-6GD (REV. 2.0),4719331342227,,278 mm,2.0,1,0,0,0,0,0,1809 MHz,6 GB,4 MHz,120 W,
Gigabyte GeForce GTX 1060 G1 Gaming,,Gigabyte,GV-N1060G1 GAMING-3GD (Rev 2.0),4719331342210,,278 mm,2.0,1,0,0,0,0,0,1809 MHz,3 GB,4 MHz,120 W,
Gigabyte GeForce GTX 1060 Mini ITX OC 6G,$304.66 USD,Gigabyte,GV-N1060IXOC-6GD,4719331330293,889523006696,169 mm,2.0,0,1,0,0,0,0,1746 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1060IXOC-6GD/dp/B01KQUDCQW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KQUDCQW
Gigabyte GeForce GTX 1060 OC WindForce 2X,$237.1 USD,Gigabyte,GV-N1060WF2OC-3GD,4719331331290,889523006788,223 mm,2.0,0,1,0,0,0,0,1771 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-Windforce-Graphics-GV-N1060WF2OC-3GD/dp/B01KQUDE2Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KQUDE2Y
Gigabyte GeForce GTX 1060 OC WindForce 2X,$320.17 USD,Gigabyte,GV-N1060WF2OC-6GD,4719331330309,889523006702,223 mm,2.0,0,1,0,0,0,0,1771 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-1060-WINDFORCE-GV-N1060WF2OC-6GD/dp/B01JNUO6BG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JNUO6BG
Gigabyte GeForce GTX 1060 Xtreme Gaming,,Gigabyte,GV-N1060XTREME-6GD,4719331331313,889523006818,280 mm,2.5,1,0,1,3,1,0,1847 MHz,6 GB,MHz,120 W,
Gigabyte GeForce GTX 1070 Aorus Gaming Box,$589.76 USD,Gigabyte,GV-N1070IXEB-8GD,4719331301644,889523010334,96 mm,,0,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/Gigabyte-AORUS-Gaming-Graphic-GV-N1070IXEB-8GD/dp/B073PYMG3G?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073PYMG3G
Gigabyte GeForce GTX 1070 Founders Edition,,Gigabyte,GV-N1070D5-8GD-B,4719331321352,889523005880,266.7 mm,2.0,1,0,1,3,1,0,1683 MHz,8 GB,4000 MHz,150 W,
Gigabyte GeForce GTX 1070 G1 Gaming,$443.53 USD,Gigabyte,GV-N1070G1 GAMING-8GD (Rev.2),4719331302511,889523011003,286 mm,2.0,1,0,0,0,0,0,1784 MHz,8 GB,,150 W,https://www.amazon.ca/Gigabyte-GV-N1070G1-GAMING-8GD-REV2-0-Computer/dp/B075FTH3G7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075FTH3G7
Gigabyte GeForce GTX 1070 Mini ITX OC,$426.97 USD,Gigabyte,GV-N1070IXOC-8GD,4719331324216,889523006238,169 mm,2.0,1,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1070IXOC-8GD/dp/B01JD2OSX0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JD2OSX0
Gigabyte GeForce GTX 1070 OC WindForce 2X,$434.38 USD,Gigabyte,GV-N1070WF2OC-8GD (Rev. 2),4719331302528,889523011010,285 mm,2.0,1,0,0,0,0,0,1746 MHz,8 GB,,150 W,https://www.amazon.ca/Gigabyte-GeForce-WINDFORCE-REV2-0-GV-N1070WF2OC-8GD/dp/B075DF4PTF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075DF4PTF
Gigabyte GeForce GTX 1070 Ti Aorus 8G,$489.73 USD,Gigabyte,GV-N107TAORUS-8GD,4719331302900,,280 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/Gigabyte-GV-N107TAORUS-8GD-GeForce-1070Ti-Graphics/dp/B078X1X1XC?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078X1X1XC
Gigabyte GeForce GTX 1070 Ti Gaming 8G,$477.01 USD,Gigabyte,GV-N107TGAMING-8GD,4719331302788,889523011850,280 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/Gigabyte-GeForce-1070-Gaming-GV-N107TGAMING-8GD/dp/B077P9HX2V?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077P9HX2V
Gigabyte GeForce GTX 1070 Xtreme Gaming,,Gigabyte,GV-N1070XTREME-8GD,4719331323356,779184172932,287 mm,2.5,1,1,1,3,1,0,1873 MHz,8 GB,MHz,150 W,
Gigabyte GeForce GTX 1080 Aorus 8G,,Gigabyte,GV-N1080AORUS-8GD (Rev. 2),4719331302399,889523010778,287 mm,2.5,2,0,0,0,0,0,1847 MHz,8 GB,5 MHz,180 W,
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G,,Gigabyte,GV-N1080AORUS X-8GD,4719331301194,889523008980,293 mm,2.5,2,0,1,3,1,0,1898 MHz,8 GB,MHz,180 W,
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G 11 Gbps,,Gigabyte,GV-N1080AORUS X11-8GD,4719331301460,,293 mm,2.5,2,0,2,2,1,0,1898 MHz,8 GB,5500 MHz,180 W,
Gigabyte GeForce GTX 1080 G1 Gaming,$667.87 USD,Gigabyte,GV-N1080G1 GAMING-8GD,4719331322168,889523006009,286 mm,2.0,1,0,0,0,0,0,1860 MHz,8 GB,,180 W,https://www.amazon.ca/Gigabyte-GeForce-GV-N1080G1-GAMING-8GD-Graphics/dp/B01GJEE9BG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GJEE9BG
Gigabyte GeForce GTX 1080 Mini ITX 8G,$426.97 USD,Gigabyte,GV-N1080IX-8GD,4719331302573,779184172925,163 mm,2.0,1,0,0,0,0,0,1607 MHz,8 GB,10 MHz,180 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1070IXOC-8GD/dp/B01JD2OSX0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JD2OSX0
Gigabyte GeForce GTX 1080 Ti Aorus 11G,$863.47 USD,Gigabyte,GV-N108TAORUS-11GD,4719331301385,,293 mm,2.5,2,0,0,0,0,0,1683 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-AORUS-GeForce-Graphic-GV-N108TAORUS-11GD/dp/B06XXJMF19?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMF19
Gigabyte GeForce GTX 1080 Ti Aorus Xtreme 11G,$863.47 USD,Gigabyte,GV-N108TAORUS X-11GD,4719331301392,889523009710,293 mm,2.5,2,0,0,0,0,0,1721 MHz,11 GB,16 MHz,250 W,https://www.amazon.ca/Gigabyte-AORUS-GeForce-Graphic-GV-N108TAORUS-11GD/dp/B06XXJMF19?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMF19
Gigabyte GeForce GTX 1080 Ti Founders Edition,,Gigabyte,GV-N108TD5X-B,4719331301286,889523009475,266.7 mm,2.0,1,1,1,3,0,0,1582 MHz,11 GB,5500 MHz,250 W,
Gigabyte GeForce GTX 1080 Ti Gaming OC,$874.56 USD,Gigabyte,GV-N108TGAMING OC-11GD,4719331301408,889523009734,280 mm,2.0,1,1,0,0,0,0,1632 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-GV-N108TGAMING-OC-11GD/dp/B06XXJMDTM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMDTM
Gigabyte GeForce GTX 1080 Ti Gaming OC Black,$663.71 USD,Gigabyte,GV-N108TGAMINGOC BLACK-11GD,4719331302313,889523010747,280 mm,2.0,1,1,0,0,0,0,1632 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TGAMINGOC-BLACK-11GD-GeForce-Graphic/dp/B074PL43GQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074PL43GQ
Gigabyte GeForce GTX 1080 Ti Turbo,$725.37 USD,Gigabyte,GV-N108TTURBO-11GD,4719331301729,889523010518,270 mm,2.0,1,1,0,0,0,0,1582 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TTURBO-11GD-AORUS-GeForce-Graphic/dp/B07317Q3RJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07317Q3RJ
Gigabyte GeForce GTX 1080 Ti Waterforce W Xtreme 11G,$797.91 USD,Gigabyte,GV-N108TAORUSX W-11GD,4719331301804,889523010587,266.7 mm,2.5,2,0,0,0,0,0,1721 MHz,11 GB,16 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TAORUSX-W-11GD-GeForce-Waterforce/dp/B073D584Z1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073D584Z1
