rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1575,1900,Diversified,Manas Chiaravanond,,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,U,M,,Chiaravanond,Manas,,4/4/2023 5:01,,,,,,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1575,1900,Diversified,Prathip Chiravanond,74,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,R,M,10/21/1948 0:00,Chiravanond,Prathip,,4/4/2023 5:01,,,1948,10,21,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1575,1900,Food & Beverage,Alexandra Daitch,60,United States,Old Lyme,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1963 0:00,Daitch,Alexandra,,4/4/2023 5:01,Connecticut,Northeast,1963,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Food & Beverage,Sol Daurella,57,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,,FALSE,U,F,1/1/1966 0:00,Daurella,Sol,,4/4/2023 5:01,,,1966,1,1,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1575,1900,Sports,Mark Davis,67,United States,Henderson,Las Vegas Raiders,Sports,United States,,FALSE,N,M,5/18/1955 0:00,Davis,Mark,,4/4/2023 5:01,Nevada,West,1955,5,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Finance & Investments,James Dinan,63,United States,North Salem,Hedge funds,Finance & Investments,United States,York Capital Management,TRUE,E,M,5/22/1959 0:00,Dinan,James,Founder,4/4/2023 5:01,New York,Northeast,1959,5,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Healthcare,Dong Fan,53,China,Zhuhai,Medical devices,Healthcare,China,,TRUE,D,M,,Dong,Fan,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Automotive,Fritz Draexlmaier,,Germany,Landshut,Auto parts,Automotive,Germany,,FALSE,U,M,,Draexlmaier,Fritz,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1575,1900,Diversified,Bulent Eczacibasi,73,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,FALSE,U,M,12/25/1949 0:00,Eczacibasi,Bulent,,4/4/2023 5:01,,,1949,12,25,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1575,1900,Diversified,Faruk Eczacibasi,68,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,FALSE,U,M,6/15/1954 0:00,Eczacibasi,Faruk,,4/4/2023 5:01,,,1954,6,15,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1575,1900,Diversified,Eduardo Eurnekian,90,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,,TRUE,U,M,12/4/1932 0:00,Eurnekian,Eduardo,,4/4/2023 5:01,,,1932,12,4,232.75,53.5,"$449,663,446,954 ",90,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672
1575,1900,Real Estate,David Fong,65,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,N,M,5/29/1957 0:00,Fong,David,,4/4/2023 5:01,,,1957,5,29,,,,,,,,,,,
1575,1900,Fashion & Retail,Guo Zhenyu & family,59,China,Kunming,Cosmetics,Fashion & Retail,Canada,,TRUE,D,M,11/1/1963 0:00,Guo,Zhenyu,,4/4/2023 5:01,,,1963,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Manufacturing,Surjit Kumar Gupta,81,India,Delhi,Electrical equipment,Manufacturing,India,,FALSE,U,M,1/13/1942 0:00,Gupta,Surjit Kumar,,4/4/2023 5:01,,,1942,1,13,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,Diversified,Caroline Hagen Kjos,39,Switzerland,Wollerau,Conglomerate,Diversified,Norway,,FALSE,D,F,1/1/1984 0:00,Hagen Kjos,Caroline,,4/4/2023 5:01,,,1984,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1575,1900,Finance & Investments,Roberto Hernandez Ramirez,81,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,TRUE,E,M,3/24/1942 0:00,Hernandez Ramirez,Roberto,,4/4/2023 5:01,,,1942,3,24,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
1575,1900,Technology,Reid Hoffman,55,United States,Palo Alto,LinkedIn,Technology,United States,Greylock,TRUE,D,M,8/5/1967 0:00,Hoffman,Reid,Partner,4/4/2023 5:01,California,West,1967,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Manufacturing,Hu Rongda & family,64,China,Jinhua,Chemicals,Manufacturing,China,,TRUE,U,M,1/1/1959 0:00,Hu,Rongda,,4/4/2023 5:01,,,1959,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Real Estate,"B. Wayne Hughes, Jr.",63,United States,Jackson,Storage facilities,Real Estate,United States,,FALSE,D,M,5/27/1959 0:00,Hughes,B. Wayne,,4/4/2023 5:01,Wyoming,South,1959,5,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Real Estate,Hui Wing Mau,72,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,TRUE,D,M,7/1/1950 0:00,Hui,Wing Mau,,4/4/2023 5:01,,,1950,7,1,,,,,,,,,,,
1575,1900,Finance & Investments,Scott Kapnick,64,United States,Naples,Private equity,Finance & Investments,United States,,TRUE,U,M,2/9/1959 0:00,Kapnick,Scott,Investor,4/4/2023 5:01,Florida,South,1959,2,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Finance & Investments,Richard Kayne,77,United States,Santa Monica,Investments,Finance & Investments,United States,,TRUE,U,M,1/1/1946 0:00,Kayne,Richard,,4/4/2023 5:01,California,West,1946,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Finance & Investments,Dominika Kulczyk,45,United Kingdom,London,Diversified,Finance & Investments,Poland,,FALSE,U,F,7/30/1977 0:00,Kulczyk,Dominika,,4/4/2023 5:01,,,1977,7,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1575,1900,Finance & Investments,Edward Lampert,60,United States,Miami Beach,Sears,Finance & Investments,United States,ESL Investments Inc.,TRUE,U,M,7/19/1962 0:00,Lampert,Edward,Founder,4/4/2023 5:01,Florida,South,1962,7,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Diversified,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,N,M,,Lamsam,Somsri,,4/4/2023 5:01,,,,,,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1575,1900,Food & Beverage,James Leprino,85,United States,Indian Hills,Cheese,Food & Beverage,United States,Leprino Foods,FALSE,D,M,11/22/1937 0:00,Leprino,James,Chairman,4/4/2023 5:01,Colorado,West,1937,11,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Real Estate,David Lichtenstein,61,United States,Monsey,Real estate,Real Estate,United States,,TRUE,E,M,11/21/1961 0:00,Lichtenstein,David,,4/4/2023 5:01,New York,Northeast,1961,11,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Real Estate,Lin Dingqiang & family,56,China,Beijing,Real estate,Real Estate,Hong Kong,,TRUE,E,M,10/1/1966 0:00,Lin,Dingqiang,,4/4/2023 5:01,,,1966,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Food & Beverage,Sarah MacMillan,69,United States,Los Angeles,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1954 0:00,MacMillan,Sarah,,4/4/2023 5:01,California,West,1954,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Telecom,Strive Masiyiwa,62,United Kingdom,London,Telecom,Telecom,Zimbabwe,,TRUE,D,M,1/29/1961 0:00,Masiyiwa,Strive,,4/4/2023 5:01,,,1961,1,29,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1575,1900,Fashion & Retail,Robert Miller,89,Hong Kong,Hong Kong,Retail,Fashion & Retail,United Kingdom,,TRUE,D,M,5/23/1933 0:00,Miller,Robert,,4/4/2023 5:01,,,1933,5,23,,,,,,,,,,,
1575,1900,Technology,Simon Nixon,55,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,,TRUE,U,M,8/1/1967 0:00,Nixon,Simon,,4/4/2023 5:01,,,1967,8,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1575,1900,Food & Beverage,Kentaro Ogawa,74,Japan,Tokyo,Restaurants,Food & Beverage,Japan,,TRUE,U,M,7/1/1948 0:00,Ogawa,Kentaro,,4/4/2023 5:01,,,1948,7,1,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1575,1900,Manufacturing,Ajay Parekh,65,India,Mumbai,Adhesives,Manufacturing,India,,FALSE,D,M,6/23/1957 0:00,Parekh,Ajay,,4/4/2023 5:01,,,1957,6,23,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,Manufacturing,Narendrakumar Parekh,84,India,Mumbai,Adhesives,Manufacturing,India,,FALSE,D,M,4/17/1938 0:00,Parekh,Narendrakumar,,4/4/2023 5:01,,,1938,4,17,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,Finance & Investments,Jennifer Pritzker,72,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Tawani Enterprises,FALSE,D,F,8/13/1950 0:00,Pritzker,Jennifer,CEO,4/4/2023 5:01,Illinois,Midwest,1950,8,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Fashion & Retail,G. Rajendran,80,India,Chennai,Jewellery,Fashion & Retail,India,,TRUE,U,M,10/5/1942 0:00,Rajendran,G.,,4/4/2023 5:01,,,1942,10,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,Manufacturing,Ren Jianhua,66,China,Hangzhou,Kitchen appliances,Manufacturing,China,,TRUE,D,M,8/1/1956 0:00,Ren,Jianhua,,4/4/2023 5:01,,,1956,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Finance & Investments,Larry Robbins,53,United States,Alpine,Hedge funds,Finance & Investments,United States,Glenview Capital Management,TRUE,E,M,10/21/1969 0:00,Robbins,Larry,Investor,4/4/2023 5:01,New Jersey,Northeast,1969,10,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Construction & Engineering,Dwight Schar,81,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,,TRUE,E,M,2/8/1942 0:00,Schar,Dwight,,4/4/2023 5:01,Florida,South,1942,2,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Energy,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,,TRUE,U,M,,Shao,Jianxiong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Manufacturing,Qinxiang Shao,68,China,Hangzhou,Diversified,Manufacturing,China,,TRUE,U,M,9/1/1954 0:00,Shao,Qinxiang,,4/4/2023 5:01,,,1954,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Technology,Hua Shen,60,China,Jiaxing,Semiconductors,Technology,United States,,TRUE,D,M,1/1/1963 0:00,Shen,Hua,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Manufacturing,Shi Wen-long,95,Taiwan,Tainan,Plastics,Manufacturing,Taiwan,,TRUE,D,M,2/1/1928 0:00,Shi,Wen-long,,4/4/2023 5:01,,,1928,2,1,,,,,,,,,,,
1575,1900,Finance & Investments,Peter Sondakh,73,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,,TRUE,D,M,2/26/1950 0:00,Sondakh,Peter,,4/4/2023 5:01,,,1950,2,26,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
1575,1900,Food & Beverage,Lucy Stitzer,63,United States,Greenwich,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1960 0:00,Stitzer,Lucy,,4/4/2023 5:01,Connecticut,Northeast,1960,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Diversified,Elizabeth Sy,70,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,F,6/1/1952 0:00,Sy,Elizabeth,,4/4/2023 5:01,,,1952,6,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1575,1900,Manufacturing,Hermanto Tanoko,60,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,,FALSE,Split Family Fortune,M,9/17/1962 0:00,Tanoko,Hermanto,,4/4/2023 5:01,,,1962,9,17,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
1575,1900,Construction & Engineering,Mehmet Sinan Tara,64,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,,FALSE,U,M,5/24/1958 0:00,Tara,Mehmet Sinan,,4/4/2023 5:01,,,1958,5,24,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1575,1900,Fashion & Retail,Masateru Uno & family,76,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,,TRUE,D,M,2/6/1947 0:00,Uno,Masateru,,4/4/2023 5:01,,,1947,2,6,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1575,1900,Energy,Vardis Vardinoyannis & family,90,Greece,Athens,Oil and gas,Energy,Greece,,TRUE,U,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,,4/4/2023 5:01,,,1933,1,1,101.87,0.2,"$209,852,761,469 ",136.6,99.6,81.3,26.2,51.9,10716322,39.074208,21.824312
1575,1900,Real Estate,Jitendra Virwani,57,India,Bangalore,Real estate,Real Estate,India,,FALSE,D,M,2/18/1966 0:00,Virwani,Jitendra,,4/4/2023 5:01,,,1966,2,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,Real Estate,Wang Chaobin,67,China,Zhengzhou,Real estate,Real Estate,China,,TRUE,E,M,1/1/1956 0:00,Wang,Chaobin,,4/4/2023 5:01,,,1956,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Fashion & Retail,Wang Ren-sheng,91,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,,TRUE,D,M,12/1/1931 0:00,Wang,Ren-sheng,,4/4/2023 5:01,,,1931,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Food & Beverage,Charlotte Colket Weber,80,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,Campbell Soup,FALSE,U,F,11/19/1942 0:00,Weber,Charlotte Colket,Director,4/4/2023 5:01,Florida,South,1942,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,Healthcare,Xie Juhua & family,72,China,Nanjing,Pharmaceuticals,Healthcare,China,,FALSE,D,F,1/1/1951 0:00,Xie,Juhua,,4/4/2023 5:01,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Manufacturing,Chuanhua Xu & family,88,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,Transfar Group,TRUE,D,M,1/1/1935 0:00,Xu,Chuanhua,Founder,4/4/2023 5:01,,,1935,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Finance & Investments,Gavril Yushvaev & family,65,Israel,,"Precious metals, real estate",Finance & Investments,Russia,,TRUE,U,M,7/23/1957 0:00,Yushvaev,Gavril,,4/4/2023 5:01,,,1957,7,23,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1575,1900,Diversified,Zhang Hongwei,68,China,Beijing,"Oil, banking",Diversified,China,,TRUE,D,M,12/26/1954 0:00,Zhang,Hongwei,,4/4/2023 5:01,,,1954,12,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1575,1900,Manufacturing,Anita Zucker,71,United States,Charleston,Chemicals,Manufacturing,United States,,FALSE,U,F,1/19/1952 0:00,Zucker,Anita,,4/4/2023 5:01,South Carolina,South,1952,1,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Technology,Cameron Adams,43,Australia,Sydney,Software,Technology,Australia,,TRUE,D,M,12/26/1979 0:00,Adams,Cameron,,4/4/2023 5:01,,,1979,12,26,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1647,1800,Fashion & Retail,Will Adderley,51,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,,FALSE,Split Family Fortune,M,3/4/1972 0:00,Adderley,Will,,4/4/2023 5:01,,,1972,3,4,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1647,1800,Diversified,Faisal Bin Qassim Al Thani,75,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,,TRUE,D,M,1/1/1948 0:00,Al Thani,Faisal Bin Qassim,,4/4/2023 5:01,,,1948,1,1,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067,25.354826,51.183884
1647,1800,Sports,Leslie Alexander,79,United States,Houston,Sports team,Sports,United States,,TRUE,E,M,6/30/1943 0:00,Alexander,Leslie,,4/4/2023 5:01,Texas,South,1943,6,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Real Estate,Masaaki Arai,57,Japan,Tokyo,Home sales,Real Estate,Japan,,TRUE,D,M,10/29/1965 0:00,Arai,Masaaki,,4/4/2023 5:01,,,1965,10,29,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1647,1800,Fashion & Retail,Sabrina Benetton,49,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,,FALSE,U,F,10/4/1973 0:00,Benetton,Sabrina,,4/4/2023 5:01,,,1973,10,4,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1647,1800,Technology,Sanjeev Bikhchandani,59,India,Delhi,Internet,Technology,India,,TRUE,D,M,6/29/1963 0:00,Bikhchandani,Sanjeev,,4/4/2023 5:01,,,1963,6,29,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1647,1800,Finance & Investments,O. Francis Biondi,58,United States,New York,Hedge funds,Finance & Investments,United States,,TRUE,E,M,7/4/1964 0:00,Biondi,O. Francis,,4/4/2023 5:01,New York,Northeast,1964,7,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Energy,Alejandro Bulgheroni,78,Uruguay,Manantiales,Oil & gas,Energy,Argentina,,FALSE,D,M,11/1/1944 0:00,Bulgheroni,Alejandro,,4/4/2023 5:01,,,1944,11,1,202.92,7.9,"$56,045,912,952 ",63.1,108.5,77.8,20.1,41.8,3461734,-32.522779,-55.765835
1647,1800,Food & Beverage,R.G. Chandramogan,74,India,Chennai,Dairy,Food & Beverage,India,,TRUE,D,M,3/1/1949 0:00,Chandramogan,R.G.,,4/4/2023 5:01,,,1949,3,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1647,1800,Diversified,Binod Chaudhary,67,Nepal,Kathmandu,Diversified,Diversified,Nepal,,FALSE,U,M,4/14/1955 0:00,Chaudhary,Binod,,4/4/2023 5:01,,,1955,4,14,188.73,5.6,"$30,641,380,604 ",12.4,142.1,70.5,20.7,41.8,28608710,28.394857,84.124008
1647,1800,Technology,Parker Conrad,42,United States,San Francisco,Software,Technology,United States,,TRUE,N,M,4/13/1980 0:00,Conrad,Parker,,4/4/2023 5:01,California,West,1980,4,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Technology,Tim Cook,62,United States,Cupertino,Apple,Technology,United States,Apple,TRUE,D,M,11/1/1960 0:00,Cook,Tim,CEO,4/4/2023 5:01,California,West,1960,11,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Finance & Investments,Mark Coombs,62,United Kingdom,London,Finance,Finance & Investments,United Kingdom,,TRUE,E,M,1/1/1961 0:00,Coombs,Mark,,4/4/2023 5:01,,,1961,1,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1647,1800,Media & Entertainment,John de Mol,68,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,,TRUE,E,M,3/24/1955 0:00,de Mol,John,,4/4/2023 5:01,,,1955,3,24,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,60,Spain,Madrid,Construction,Construction & Engineering,Spain,,FALSE,D,M,7/30/1962 0:00,Del Pino,D. Leopoldo,,4/4/2023 5:01,,,1962,7,30,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1647,1800,Technology,Diao Zhizhong,59,China,Beijing,Software,Technology,China,,TRUE,U,M,11/6/1963 0:00,Diao,Zhizhong,,4/4/2023 5:01,,,1963,11,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1647,1800,Healthcare,Robert Duggan,78,United States,Clearwater,Pharmaceuticals,Healthcare,United States,,TRUE,D,M,4/28/1944 0:00,Duggan,Robert,,4/4/2023 5:01,Florida,South,1944,4,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Sports,James France,78,United States,Daytona Beach,"Nascar, racing",Sports,United States,,FALSE,E,M,10/24/1944 0:00,France,James,,4/4/2023 5:01,Florida,South,1944,10,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Healthcare,Phillip Frost,86,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,,TRUE,D,M,11/11/1936 0:00,Frost,Phillip,,4/4/2023 5:01,Florida,South,1936,11,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Finance & Investments,Jayme Garfinkel & family,77,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,,FALSE,U,M,11/30/1945 0:00,Garfinkel,Jayme,,4/4/2023 5:01,,,1945,11,30,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1647,1800,Food & Beverage,Christopher Goldsbury,80,United States,San Antonio,Salsa,Food & Beverage,United States,Silver Ventures,FALSE,E,M,1/1/1943 0:00,Goldsbury,Christopher,Chief Executive Officer,4/4/2023 5:01,Texas,South,1943,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Healthcare,Yusuf Hamied,86,India,Mumbai,Pharmaceuticals,Healthcare,India,,FALSE,D,M,7/26/1936 0:00,Hamied,Yusuf,,4/4/2023 5:01,,,1936,7,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1647,1800,Finance & Investments,Brian Higgins,58,United States,New York,Hedge funds,Finance & Investments,United States,King Street Capital Management,TRUE,E,M,2/8/1965 0:00,Higgins,Brian,Investor,4/4/2023 5:01,New York,Northeast,1965,2,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,Real Estate,Wei Huang,63,China,Hangzhou,Real estate,Real Estate,China,,TRUE,U,M,9/30/1959 0:00,Huang,Wei,,4/4/2023 5:01,,,1959,9,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1647,1800,Automotive,Yintai Jiang & family,72,China,Shanghai,Auto parts,Automotive,China,,TRUE,U,M,7/30/1950 0:00,Jiang,Yintai,,4/4/2023 5:01,,,1950,7,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
