"name","rank","year","company.founded","company.name","company.relationship","company.sector","company.type","demographics.age","demographics.gender","location.citizenship","location.country code","location.gdp","location.region","wealth.type","wealth.worth in billions","wealth.how.category","wealth.how.from emerging","wealth.how.industry","wealth.how.inherited","wealth.how.was founder","wealth.how.was political"
"Odd Reitan","396","2014","1972","Reitan Group","founder","groceries","new","62","male","Norway","NOR","0.0","Europe","founder non-finance","3.8","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Peter Hargreaves","396","2014","1981","Hargreaves Lansdown","founder","financial services","new","67","male","United Kingdom","GBR","0.0","Europe","self-made finance","3.8","Financial","True","Money Management","not inherited","True","True"
"Steve Wynn","396","2014","1973","Wynn Resorts (formarly Mirage Resorts)","founder","casinos","new","72","male","United States","USA","0.0","North America","self-made finance","3.8","Financial","True","Real Estate","not inherited","True","True"
"Uday Kotak","396","2014","1985","Kotak Mahindra Bank","founder","banking","new","54","male","India","IND","0.0","South Asia","self-made finance","3.8","Financial","True","Money Management","not inherited","True","True"
"Walter Faria","396","2014","1994","Grupo Petropolis","owner","beer","aquired","58","male","Brazil","BRA","0.0","Latin America","executive","3.8","Traded Sectors","True","Consumer","not inherited","True","True"
"William Koch","396","2014","1940","Koch industries","relation","  Oil refining","new","73","male","United States","USA","0.0","North America","inherited","3.8","Resource Related","True","Energy","father","True","True"
"Halim Saad","397","1996","0","Renong","Chairman and Chief Executive Officer","","","0","male","Malaysia","MYS","101000000000.0","East Asia","privatized and resources","1.0","Financial","True","Diversified financial","not inherited","True","True"
"Jeronimo Arango","398","1996","1958","Aurrera","founder","supermarkets","new","70","male","Mexico","MEX","397000000000.0","Latin America","founder non-finance","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Ricardo Salinas Pliego","399","1996","1906","Grupo Salinas/Group Elektra","relation","telecommunications","new","40","male","Mexico","MEX","397000000000.0","Latin America","inherited","1.0","Non-Traded Sectors","True","Retail, Restaurant","4th generation","True","True"
"Autrey family","400","1996","0","","","","","0","","Mexico","MEX","397000000000.0","Latin America","","1.0","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Ana Maria Brescia Cafferata","401","1996","1889","Grupo Prescia (now Pandora Group)","relation","mining, banking","new","0","female","Peru","PER","53975906967.0","Latin America","inherited","1.0","Resource Related","True","Mining and metals","father","True","True"
"Eugenio Lopez","402","1996","1961","Jumex","owner","drinks","new","0","male","Philippines","PHL","82848194406.0","East Asia","self-made finance","1.0","Financial","True","Diversified financial","not inherited","True","True"
"Saleh Kamel","403","1996","1969","Dallah al Baraka Group","founder","airport maintenance","new","54","male","Saudi Arabia","SAU","158000000000.0","Middle East/North Africa","self-made finance","1.0","Financial","True","Money Management","not inherited","True","True"
"Abdul Aziz Al-Sulaiman","404","1996","1968","Rolaco Trading and Contracting Company","founder","construction","new","0","male","Saudi Arabia","SAU","158000000000.0","Middle East/North Africa","self-made finance","1.0","Financial","True","Money Management","not inherited","True","True"
"Alicia and Esther Koplowitz","405","1996","1952","Construcciones y Contratas","relation","construction","aquired","0","female","Spain","ESP","641000000000.0","Europe","inherited","1.0","Non-Traded Sectors","True","Constrution","father","True","True"
"Henri Andre","406","1996","1877","Andre & Cie","relation","grain","new","0","male","Switzerland","CHE","330000000000.0","Europe","inherited","1.0","Financial","True","Money Management","3rd generation","True","True"
"Eric Andre","407","1996","1877","Andre & Cie","relation","grain","new","0","male","Switzerland","CHE","330000000000.0","Europe","inherited","1.0","Financial","True","Money Management","3rd generation","True","True"
"Boonsong Asavabhokhin","408","1996","0","","","","","0","male","Thailand","THA","182000000000.0","East Asia","","1.0","Financial","True","Real Estate","not inherited","True","True"
"Aloys Wobben","408","2014","1984","Enercon","founder","wind energy","new","62","male","Germany","DEU","0.0","Europe","privatized and resources","3.7","Resource Related","True","Energy","not inherited","True","True"
"Axel Oberwelland","408","2014","1903","Storck","relation","candy","new","47","male","Germany","DEU","0.0","Europe","inherited","3.7","Traded Sectors","True","Consumer","4th generation","True","True"
"Charles Dolan","408","2014","1972","Cablevision and HBO","founder","media","new","87","male","United States","USA","0.0","North America","founder non-finance","3.7","Non-Traded Sectors","True","Media","not inherited","True","True"
"Daniel Gilbert","408","2014","1985","Quicken Loans","founder","real estate","new","52","male","United States","USA","0.0","North America","self-made finance","3.7","Financial","True","Money Management","not inherited","True","True"
"Gong Hongjia","408","2014","2001","Hikvision","owner and vice chair","security equipment","new","49","male","Hong Kong","HKG","0.0","East Asia","self-made finance","3.7","Financial","True","Diversified financial","not inherited","True","True"
"Guenther Fielmann","408","2014","1972","Fielmann AG","founder","glasses","new","74","male","Germany","DEU","0.0","Europe","founder non-finance","3.7","0","True","Other","not inherited","True","True"
"Igor Kesaev","408","2014","1991","Mercury Company","founder","cigarettes","new","47","male","Russia","RUS","0.0","Europe","privatized and resources","3.7","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Isabel dos Santos","408","2014","1997","Unitel Interneational Holdings","founder","telecom/investments","new","40","female","Angola","AGO","0.0","Sub-Saharan Africa","privatized and resources","3.7","Financial","True","Diversified financial","not inherited","True","True"
"Jiang Bin","408","2014","2001","GoerTek","founder","electronic componants","new","47","male","China","CHN","0.0","East Asia","founder non-finance","3.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"John Sall","408","2014","1976","SAS institute","founder","software","new","65","male","United States","USA","0.0","North America","founder non-finance","3.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Joseph Tsai","408","2014","1999","Alibaba","founder/vice chairman","e-commerce","new","50","male","Canada","CAN","0.0","North America","executive","3.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Karen Pritzker","408","2014","1957","Hyatt","relation","hotels","aquired","56","female","United States","USA","0.0","North America","inherited","3.7","Financial","True","Real Estate","father","True","True"
"Martin & Olivier Bouygues","408","2014","1952","Bouygues S.A.","relation","construction","new","0","male","France","FRA","0.0","Europe","inherited","3.7","Non-Traded Sectors","True","Constrution","father","True","True"
"Michael Stoschek","408","2014","1919","Brose","relation","auto parts","new","66","male","Germany","DEU","0.0","Europe","inherited","3.7","Traded Sectors","True","Consumer","3rd generation","True","True"
"Murat Ulker","408","2014","1944","Yildiz Holding","relation","food products","new","54","male","Turkey","TUR","0.0","Middle East/North Africa","inherited","3.7","Traded Sectors","True","Consumer","father","True","True"
"Nathan Kirsh","408","2014","1990","Jetro Holdings","investor","retail","aquired","82","male","Swaziland","SWZ","0.0","Sub-Saharan Africa","executive","3.7","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Niels Peter Louis-Hansen","408","2014","1957","Coloplast","relation","medical devices","new","66","male","Denmark","DEN","0.0","Europe","inherited","3.7","New Sectors","True","Technology-Medical","father","True","True"
"Ronald Lauder","408","2014","1946","Est?Lauder","relation","makeup","new","70","male","United States","USA","0.0","North America","inherited","3.7","Traded Sectors","True","Consumer","father","True","True"
"Wu Yajun","408","2014","1995","Longfor Properties","founder","real estate","new","50","female","China","CHN","0.0","East Asia","privatized and resources","3.7","Financial","True","Real Estate","not inherited","True","True"
"Zhang Jindong","408","2014","1990","Suning Group","founder/president","retail, home appliances","new","50","male","China","CHN","0.0","East Asia","founder non-finance","3.7","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Zhang Xin","408","2014","1995","SOHO China","founder","real estate","new","48","female","China","CHN","0.0","East Asia","self-made finance","3.7","Financial","True","Real Estate","not inherited","True","True"
"John Sall","409","1996","1976","SAS institute","founder","software","new","54","male","United States","USA","8100000000000.0","North America","founder non-finance","1.0","New Sectors","True","Technology-Computer","not inherited","True","True"
"James Jannard","410","1996","1975","Oakley, Inc","founder","apparel and eyewear","new","46","male","United States","USA","8100000000000.0","North America","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Kenneth Tuchman","411","1996","1982","Teletech","founder","outsourcing","new","0","male","United States","USA","8100000000000.0","North America","founder non-finance","1.0","Non-Traded Sectors","True","Media","not inherited","True","True"
"Michael Bloomberg","412","1996","1981","Bloomberg","founder"," finance"," new","53","male","United States","USA","8100000000000.0","North America","founder non-finance","1.0","Non-Traded Sectors","True","Media","not inherited","True","True"
"Laurance Rockefeller","413","1996","1870","Standard Oil","relation","oil","new","85","male","United States","USA","8100000000000.0","North America","inherited","1.0","Resource Related","True","Mining and metals","3rd generation","True","True"
"Randolph Hearst","414","1996","1887","Hearst Corporation","relation","media","new","0","male","United States","USA","8100000000000.0","North America","inherited","1.0","Non-Traded Sectors","True","Media","3rd generation","True","True"
