ID	Tweet	Affect Dimension	Intensity Score
2017-En-10970	HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry  #bbmichelle	anger	0.188
2017-En-10181	I got fever highs\nI got boiling blood	anger	0.646
2017-En-10606	@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.	anger	0.396
2017-En-10956	I just got murdered in madden. 🤕	anger	0.417
2017-En-10557	I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.	anger	0.417
2017-En-11408	@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin 	anger	0.438
2017-En-10140	All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting	anger	0.667
2017-En-11386	Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...	anger	0.419
2017-En-11482	Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt 	anger	0.354
2017-En-10036	@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.	anger	0.792
2017-En-10616	@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂	anger	0.396
2017-En-10153	When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms	anger	0.812
2017-En-11359	Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice	anger	0.583
2017-En-11641	@Andy1129298 @hopheaddarrell fingers of fury!	anger	0.583
2017-En-11300	Beyoncé resentment gets me in my feelings every time. 😩	anger	0.333
2017-En-11337	i'll get my revenge soon	anger	0.604
2017-En-10152	@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄	anger	0.646
2017-En-10662	We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick	anger	0.375
2017-En-10739	How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg	anger	0.341
2017-En-10070	@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕	anger	0.750
2017-En-11570	Blood is boiling	anger	0.729
2017-En-10732	#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo	anger	0.333
2017-En-10765	Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally	anger	0.185
2017-En-11401	@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. 	anger	0.729
2017-En-10876	Hate when guys cant control their anger 🙃🙃	anger	0.646
2017-En-11326	Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy	anger	0.125
2017-En-10806	Oh my. Watching #rage. It's been like, ages	anger	0.250
2017-En-10176	the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap 🤗	anger	0.646
2017-En-11604	#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker	anger	0.458
2017-En-11080	I base when it's going to rain here off of brills snap stories.	anger	0.250
2017-En-11601	@interception225 you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.	anger	0.458
2017-En-10300	BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!	anger	0.562
2017-En-11163	I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.	anger	0.458
2017-En-40231	@deshbhakthoon always unhappy and easily offended.	anger	0.531
2017-En-11169	Oh man it's been so long since I've played #madden I am trash anymore.	anger	0.354
2017-En-10271	Like if you aggravate me constantly, byeeeeeeee	anger	0.562
2017-En-41011	Candace &amp; her pout are getting right on my tits #GBBO	anger	0.562
2017-En-11314	Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016	anger	0.438
2017-En-10228	When someone rudely says all women should have long hair and your inner feminist tries not to rage	anger	0.604
2017-En-11558	Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'	anger	0.625
2017-En-10167	@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage	anger	0.646
2017-En-10793	These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden  04	anger	0.271
2017-En-10691	srry my feelings offend u 🤗	anger	0.354
2017-En-11332	@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph	anger	0.229
2017-En-10503	I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.	anger	0.458
2017-En-10629	@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge	anger	0.396
2017-En-11058	The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment	anger	0.458
2017-En-10131	I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage	anger	0.688
2017-En-10614	What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing 	anger	0.396
2017-En-11006	@FakingALeto Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs --	anger	0.500
2017-En-10862	Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger	anger	0.646
2017-En-10657	Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈	anger	0.375
2017-En-11374	@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment	anger	0.771
2017-En-10974	So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed 	anger	0.292
2017-En-10628	@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.	anger	0.396
2017-En-11215	13 hour @bus rides make me  #sorry	anger	0.271
2017-En-10444	@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. 	anger	0.479
2017-En-40639	Never let me see you frown	anger	0.229
2017-En-10156	@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop	anger	0.646
2017-En-11546	Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle	anger	0.845
2017-En-10029	I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road 	anger	0.792
2017-En-10265	@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --	anger	0.562
2017-En-10000	How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##	anger	0.938
2017-En-11125	@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.	anger	0.653
2017-En-10452	The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.	anger	0.479
2017-En-10484	@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden	anger	0.458
2017-En-11427	@HillaryClinton It's your party that has divided this nation.  You inflame the minority population as well as pander.  You are a disgrace.	anger	0.646
2017-En-10772	As your own lives in order to complete our amazing life journey successfully, it is there. 	anger	0.357
2017-En-11029	Police: Atlanta rapper Shawty Lo killed in fiery car crash	anger	0.396
2017-En-10678	@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--	anger	0.375
2017-En-11026	I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming	anger	0.875
2017-En-11069	no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute	anger	0.208
2017-En-10681	@RichardHBell Yes, I think he held a grudge ...	anger	0.375
2017-En-11275	@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin	anger	0.479
2017-En-10586	my momma irritate me asking all these questions like gone 😤	anger	0.417
2017-En-11017	@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything	anger	0.465
2017-En-11214	13 hour @bus rides make me #angry #sorry	anger	0.688
2017-En-10637	I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC	anger	0.396
2017-En-10188	@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it	anger	0.625
2017-En-10353	As usual disappointing #offense by @HoustonTexans ...#Texans	anger	0.458
2017-En-11128	And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.	anger	0.625
2017-En-11595	I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh 	anger	0.341
2017-En-10385	@Trump_Videos she looks completely #rabid @realDonaldTrump	anger	0.500
2017-En-11584	@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout	anger	0.583
2017-En-10617	What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless	anger	0.396
2017-En-10224	I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄	anger	0.604
2017-En-10665	Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾	anger	0.375
2017-En-10050	Im so angry 😂🙃	anger	0.750
2017-En-11071	warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~	anger	0.688
2017-En-10396	I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage	anger	0.520
2017-En-10735	don't give someone power by letting their words offend you	anger	0.333
2017-En-10335	@TzumiXIV huff puff	anger	0.519
2017-En-41025	@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	anger	0.354
2017-En-10108	@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh	anger	0.817
2017-En-11608	@macmel19 come play madden at my house after school	anger	0.229
2017-En-11261	I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer	anger	0.604
2017-En-10409	@RoyEnglish roy as fiery	anger	0.500
2017-En-11195	@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask	anger	0.458
2017-En-11113	@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂	anger	0.417
2017-En-10322	@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery	anger	0.542
2017-En-10349	Forever angry that gh ruined Molly and morgan's bond/friendship 	anger	0.521
